playerName,squadName,year,round,startingPositionCode,minutesPlayed,squadId,playerId,centrePassReceives,feeds,feedWithAttempt,deflections,deflectionWithGain,deflectionWithNoGain,gain,goalAssists,goalAttempts,goalMisses,goals,turnovers,generalPlayTurnovers,intercepts,obstructionPenalties,offsides,contactPenalties,penalties,netPoints,rebounds
K.Eddy,Vixens,2017,10,-,0,804,1001701,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Bassett,Lightning,2017,10,GS,61,8117,80113,0,1,n/a,0,n/a,n/a,0,1,42,1,41,5,n/a,0,2,0,2,4,n/a,1
S.Wood,Lightning,2017,10,GA,61,8117,80475,20,25,n/a,0,n/a,n/a,0,13,22,4,18,1,n/a,0,0,0,3,3,n/a,1
L.Scherian,Lightning,2017,10,WA,61,8117,80296,5,32,n/a,1,n/a,n/a,1,12,0,0,0,6,n/a,1,3,0,8,11,n/a,0
L.Langman,Lightning,2017,10,C,61,8117,80105,10,7,n/a,2,n/a,n/a,2,3,0,0,0,0,n/a,2,1,0,8,9,n/a,0
M.McAuliffe,Lightning,2017,10,WD,16,8117,998401,1,0,n/a,0,n/a,n/a,0,0,0,0,0,1,n/a,0,3,0,2,5,n/a,0
K.Mostert,Lightning,2017,10,GD,31,8117,80559,2,0,n/a,2,n/a,n/a,1,0,0,0,0,0,n/a,1,0,0,6,6,n/a,0
G.Mentor,Lightning,2017,10,GK,61,8117,80010,0,0,n/a,2,n/a,n/a,1,0,0,0,0,0,n/a,0,1,0,13,14,n/a,1
E.Mikaere,Lightning,2017,10,-,31,8117,80393,0,0,n/a,4,n/a,n/a,1,0,0,0,0,1,n/a,1,3,0,11,14,n/a,0
C.Koenen,Lightning,2017,10,-,0,8117,1001357,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Browne,Lightning,2017,10,-,46,8117,80575,21,20,n/a,1,n/a,n/a,1,9,0,0,0,0,n/a,0,2,0,0,2,n/a,0
R.Aiken,Firebirds,2017,10,GS,61,807,80078,0,5,n/a,0,n/a,n/a,0,2,52,5,47,2,n/a,0,3,0,3,6,n/a,6
G.Tippett,Firebirds,2017,10,GA,61,807,993463,12,28,n/a,0,n/a,n/a,0,15,15,3,12,3,n/a,0,3,0,2,6,n/a,0
C.Nevins,Firebirds,2017,10,WA,61,807,992954,14,26,n/a,1,n/a,n/a,1,6,0,0,0,6,n/a,1,1,0,8,9,n/a,0
E.Burger,Firebirds,2017,10,C,61,807,80552,0,16,n/a,1,n/a,n/a,2,9,0,0,0,3,n/a,2,4,1,12,16,n/a,0
G.Simpson,Firebirds,2017,10,WD,61,807,991905,11,2,n/a,2,n/a,n/a,5,0,0,0,0,1,n/a,3,2,2,11,13,n/a,0
K.Shimmin,Firebirds,2017,10,GD,43,807,80440,12,0,n/a,5,n/a,n/a,3,0,0,0,0,0,n/a,0,7,0,1,8,n/a,1
L.Clemesha,Firebirds,2017,10,GK,61,807,991903,0,0,n/a,5,n/a,n/a,1,0,0,0,0,0,n/a,0,6,0,7,13,n/a,0
K.Jenner,Firebirds,2017,10,-,18,807,1007219,2,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,1,0,3,4,n/a,0
A.Latu-Meafou,Firebirds,2017,10,-,0,807,1004465,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
J.Mi Mi,Firebirds,2017,10,-,0,807,1007220,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Thwaites,Magpies,2017,10,GS,61,8119,80052,0,2,n/a,0,n/a,n/a,0,1,45,2,43,3,n/a,0,0,0,2,2,n/a,2
C.Lange,Magpies,2017,10,GA,40,8119,80449,11,6,n/a,1,n/a,n/a,1,4,18,2,16,2,n/a,0,1,0,2,4,n/a,0
M.Robinson,Magpies,2017,10,WA,61,8119,80041,25,44,n/a,1,n/a,n/a,0,27,0,0,0,4,n/a,0,1,0,4,5,n/a,0
K.Ravaillion,Magpies,2017,10,C,61,8119,80833,0,26,n/a,0,n/a,n/a,0,14,0,0,0,2,n/a,0,2,0,11,13,n/a,0
A.Brazill,Magpies,2017,10,WD,61,8119,80299,4,0,n/a,0,n/a,n/a,2,0,0,0,0,0,n/a,2,0,0,11,11,n/a,0
A.Brandley,Magpies,2017,10,GD,61,8119,80470,2,0,n/a,2,n/a,n/a,1,0,0,0,0,2,n/a,1,8,1,9,17,n/a,0
S.Layton,Magpies,2017,10,GK,61,8119,80048,0,0,n/a,7,n/a,n/a,6,0,0,0,0,0,n/a,6,4,0,18,22,n/a,0
S.Brown,Magpies,2017,10,-,0,8119,80152,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
M.Wilson,Magpies,2017,10,-,0,8119,80474,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Teague-Neeld,Magpies,2017,10,-,22,8119,994215,11,3,n/a,0,n/a,n/a,0,3,5,3,2,0,n/a,0,0,0,4,4,n/a,0
K.Bailey,Thunderbirds,2017,10,GS,46,801,80570,0,1,n/a,0,n/a,n/a,0,1,23,4,19,3,n/a,0,0,0,1,1,n/a,3
E.Bell,Thunderbirds,2017,10,GA,61,801,80067,18,11,n/a,1,n/a,n/a,0,5,26,7,19,10,n/a,0,0,0,7,8,n/a,0
C.Pitman,Thunderbirds,2017,10,WA,61,801,80301,19,39,n/a,1,n/a,n/a,0,12,0,0,0,5,n/a,0,1,2,3,4,n/a,0
J.Clarke,Thunderbirds,2017,10,C,46,801,80146,0,14,n/a,1,n/a,n/a,3,2,0,0,0,0,n/a,2,1,0,3,4,n/a,0
R.Ingles,Thunderbirds,2017,10,WD,61,801,80045,5,5,n/a,3,n/a,n/a,2,3,0,0,0,0,n/a,2,4,0,6,10,n/a,0
F.Themann,Thunderbirds,2017,10,GD,61,801,994232,6,0,n/a,5,n/a,n/a,3,0,0,0,0,1,n/a,1,3,0,14,17,n/a,1
A.Agbeze,Thunderbirds,2017,10,GK,61,801,80127,0,0,n/a,5,n/a,n/a,5,0,0,0,0,0,n/a,4,3,0,10,13,n/a,0
G.Abernethy,Thunderbirds,2017,10,-,15,801,995700,0,4,n/a,1,n/a,n/a,1,1,0,0,0,0,n/a,0,1,0,1,2,n/a,0
S.Glasgow,Thunderbirds,2017,10,-,15,801,1007298,0,0,n/a,0,n/a,n/a,0,0,13,3,10,1,n/a,0,0,0,0,0,n/a,2
M.Kelly,Thunderbirds,2017,10,-,0,801,80353,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
S.Wallace,Swifts,2017,10,GS,61,806,1001944,0,3,n/a,0,n/a,n/a,0,2,35,2,33,3,n/a,0,3,0,0,3,n/a,1
H.Housby,Swifts,2017,10,GA,61,806,999128,18,8,n/a,2,n/a,n/a,1,5,19,1,18,7,n/a,1,0,0,1,1,n/a,0
C.O'Brien,Swifts,2017,10,WA,61,806,1001702,18,31,n/a,0,n/a,n/a,1,14,0,0,0,2,n/a,1,0,1,3,3,n/a,0
E.Keenan,Swifts,2017,10,C,16,806,1009013,0,4,n/a,0,n/a,n/a,0,2,0,0,0,1,n/a,0,0,0,2,2,n/a,0
M.Proud,Swifts,2017,10,WD,61,806,80439,4,25,n/a,3,n/a,n/a,0,13,0,0,0,2,n/a,0,8,3,10,18,n/a,0
M.Turner,Swifts,2017,10,GD,61,806,1003784,3,0,n/a,3,n/a,n/a,7,0,0,0,0,0,n/a,3,4,0,8,12,n/a,2
S.Klau,Swifts,2017,10,GK,61,806,998404,0,0,n/a,4,n/a,n/a,9,0,0,0,0,0,n/a,5,5,0,15,20,n/a,4
S.Halpin,Swifts,2017,10,-,46,806,1007304,6,0,n/a,1,n/a,n/a,1,0,0,0,0,2,n/a,1,3,0,13,16,n/a,0
A.Sommerville,Swifts,2017,10,-,0,806,1001557,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
L.Moore,Swifts,2017,10,-,0,806,1001803,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Stanton,Fever,2017,10,GS,21,810,995218,0,1,n/a,0,n/a,n/a,0,0,10,3,7,7,n/a,0,2,0,2,4,n/a,0
N.Medhurst,Fever,2017,10,GA,62,810,80009,18,24,n/a,3,n/a,n/a,2,10,16,3,13,3,n/a,0,2,0,1,3,n/a,0
I.Colyer,Fever,2017,10,WA,62,810,993360,16,23,n/a,0,n/a,n/a,1,6,0,0,0,1,n/a,1,1,0,4,5,n/a,0
V.Charles,Fever,2017,10,C,62,810,80473,0,20,n/a,1,n/a,n/a,0,6,0,0,0,2,n/a,0,2,0,8,10,n/a,0
J.Anstiss,Fever,2017,10,WD,62,810,998408,5,0,n/a,1,n/a,n/a,5,0,0,0,0,0,n/a,4,3,1,10,13,n/a,0
S.Francis,Fever,2017,10,GD,62,810,80534,4,1,n/a,6,n/a,n/a,2,1,0,0,0,0,n/a,1,3,0,9,12,n/a,0
C.Bruce,Fever,2017,10,GK,62,810,80343,0,0,n/a,6,n/a,n/a,6,0,0,0,0,0,n/a,2,3,0,18,21,n/a,2
J.Eales,Fever,2017,10,-,0,810,1007307,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Lee-Jones,Fever,2017,10,-,0,810,997815,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Beveridge,Fever,2017,10,-,42,810,80003,0,5,n/a,1,n/a,n/a,0,3,33,8,25,6,n/a,0,0,0,2,2,n/a,2
J.Harten,GIANTS,2017,10,GS,31,8118,80150,0,1,n/a,1,n/a,n/a,0,0,19,3,16,3,n/a,0,0,0,2,2,n/a,0
S.Pettitt,GIANTS,2017,10,GA,62,8118,80072,13,18,n/a,0,n/a,n/a,1,11,24,3,21,1,n/a,1,0,0,3,3,n/a,3
S.Wall,GIANTS,2017,10,WA,25,8118,80178,4,7,n/a,0,n/a,n/a,0,2,0,0,0,1,n/a,0,1,0,2,3,n/a,0
S.Guthrie,GIANTS,2017,10,C,62,8118,80535,1,24,n/a,4,n/a,n/a,3,9,0,0,0,3,n/a,3,2,1,9,11,n/a,0
J.Price,GIANTS,2017,10,WD,62,8118,80701,1,4,n/a,3,n/a,n/a,1,0,0,0,0,0,n/a,0,1,3,9,10,n/a,0
B.Bulley,GIANTS,2017,10,GD,62,8118,80068,13,0,n/a,3,n/a,n/a,4,0,0,0,0,1,n/a,2,2,0,9,11,n/a,1
S.Poolman,GIANTS,2017,10,GK,62,8118,991899,0,0,n/a,7,n/a,n/a,6,0,0,0,0,0,n/a,2,1,0,11,12,n/a,3
T.Anderson,GIANTS,2017,10,-,8,8118,1004484,0,0,n/a,1,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,1,1,n/a,0
T.Davies,GIANTS,2017,10,-,30,8118,996140,9,10,n/a,0,n/a,n/a,0,1,0,0,0,3,n/a,0,2,0,2,4,n/a,0
K.Brice,GIANTS,2017,10,-,31,8118,999823,0,2,n/a,0,n/a,n/a,0,2,12,1,11,2,n/a,0,0,0,1,1,n/a,0
S.Wallace,Swifts,2017,11,GS,61,806,1001944,0,0,n/a,0,n/a,n/a,0,0,39,4,35,3,n/a,0,0,0,0,0,n/a,0
H.Housby,Swifts,2017,11,GA,61,806,999128,14,8,n/a,0,n/a,n/a,0,3,18,3,15,2,n/a,0,0,0,3,3,n/a,1
C.O'Brien,Swifts,2017,11,WA,61,806,1001702,19,40,n/a,0,n/a,n/a,1,18,0,0,0,1,n/a,1,1,0,3,4,n/a,0
M.Proud,Swifts,2017,11,C,61,806,80439,0,26,n/a,2,n/a,n/a,1,8,0,0,0,1,n/a,1,0,0,5,5,n/a,0
S.Halpin,Swifts,2017,11,WD,46,806,1007304,4,0,n/a,5,n/a,n/a,2,0,0,0,0,0,n/a,1,4,2,12,16,n/a,0
M.Turner,Swifts,2017,11,GD,61,806,1003784,6,0,n/a,11,n/a,n/a,5,0,0,0,0,1,n/a,2,7,0,8,15,n/a,2
S.Klau,Swifts,2017,11,GK,61,806,998404,0,0,n/a,5,n/a,n/a,6,0,0,0,0,1,n/a,3,11,0,14,25,n/a,2
A.Sommerville,Swifts,2017,11,-,0,806,1001557,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
L.Moore,Swifts,2017,11,-,16,806,1001803,1,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,6,6,n/a,0
E.Keenan,Swifts,2017,11,-,0,806,1009013,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Stanton,Fever,2017,11,GS,61,810,995218,0,9,n/a,0,n/a,n/a,0,5,43,10,33,8,n/a,0,2,0,3,5,n/a,1
N.Medhurst,Fever,2017,11,GA,61,810,80009,19,17,n/a,2,n/a,n/a,1,6,18,3,15,5,n/a,0,1,0,3,4,n/a,1
I.Colyer,Fever,2017,11,WA,61,810,993360,22,33,n/a,1,n/a,n/a,1,8,0,0,0,2,n/a,0,3,1,3,6,n/a,0
V.Charles,Fever,2017,11,C,61,810,80473,0,37,n/a,3,n/a,n/a,3,7,0,0,0,0,n/a,2,2,1,10,12,n/a,0
J.Anstiss,Fever,2017,11,WD,61,810,998408,2,0,n/a,2,n/a,n/a,6,0,0,0,0,1,n/a,5,5,1,9,15,n/a,0
S.Francis,Fever,2017,11,GD,61,810,80534,5,0,n/a,3,n/a,n/a,3,0,0,0,0,0,n/a,2,5,0,6,11,n/a,1
C.Bruce,Fever,2017,11,GK,61,810,80343,0,0,n/a,5,n/a,n/a,5,0,0,0,0,0,n/a,2,10,0,12,22,n/a,2
J.Eales,Fever,2017,11,-,0,810,1007307,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Lee-Jones,Fever,2017,11,-,0,810,997815,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Beveridge,Fever,2017,11,-,0,810,80003,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
M.Kumwenda,Vixens,2017,11,GS,60,804,80540,0,2,n/a,0,n/a,n/a,0,1,47,4,43,3,n/a,0,0,0,3,3,n/a,0
T.Philip,Vixens,2017,11,GA,60,804,80293,18,9,n/a,1,n/a,n/a,0,6,27,4,23,5,n/a,0,2,0,3,5,n/a,0
L.Watson,Vixens,2017,11,WA,60,804,994224,23,51,n/a,1,n/a,n/a,1,30,0,0,0,2,n/a,1,0,0,6,6,n/a,0
K.Moloney,Vixens,2017,11,C,60,804,991901,0,25,n/a,0,n/a,n/a,0,12,0,0,0,4,n/a,0,2,0,7,9,n/a,0
C.Watson,Vixens,2017,11,WD,60,804,994226,8,0,n/a,0,n/a,n/a,4,0,0,0,0,1,n/a,4,1,0,8,9,n/a,0
J.Weston,Vixens,2017,11,GD,60,804,80577,6,1,n/a,5,n/a,n/a,6,1,0,0,0,0,n/a,5,5,0,13,18,n/a,0
E.Mannix,Vixens,2017,11,GK,60,804,994213,0,0,n/a,3,n/a,n/a,4,0,0,0,0,0,n/a,2,4,0,15,19,n/a,0
E.Ryde,Vixens,2017,11,-,0,804,1001717,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Watts,Vixens,2017,11,-,0,804,80572,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Eddy,Vixens,2017,11,-,0,804,1001701,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
R.Aiken,Firebirds,2017,11,GS,60,807,80078,0,6,n/a,1,n/a,n/a,1,1,53,11,42,4,n/a,0,0,0,3,3,n/a,8
G.Tippett,Firebirds,2017,11,GA,60,807,993463,16,26,n/a,0,n/a,n/a,0,13,14,5,9,4,n/a,0,1,1,2,3,n/a,3
C.Nevins,Firebirds,2017,11,WA,60,807,992954,19,20,n/a,0,n/a,n/a,0,7,0,0,0,2,n/a,0,1,1,2,3,n/a,0
E.Burger,Firebirds,2017,11,C,16,807,80552,0,1,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,1,1,n/a,0
G.Simpson,Firebirds,2017,11,WD,60,807,991905,6,3,n/a,4,n/a,n/a,0,0,0,0,0,0,n/a,0,1,1,7,8,n/a,0
K.Jenner,Firebirds,2017,11,GD,60,807,1007219,4,0,n/a,3,n/a,n/a,4,0,0,0,0,0,n/a,2,2,0,11,13,n/a,1
L.Clemesha,Firebirds,2017,11,GK,21,807,991903,0,0,n/a,2,n/a,n/a,1,0,0,0,0,0,n/a,1,1,0,4,5,n/a,0
A.Latu-Meafou,Firebirds,2017,11,-,15,807,1004465,7,6,n/a,0,n/a,n/a,0,3,4,0,4,1,n/a,0,0,0,2,2,n/a,0
J.Mi Mi,Firebirds,2017,11,-,30,807,1007220,0,5,n/a,0,n/a,n/a,0,2,0,0,0,2,n/a,0,0,0,7,7,n/a,0
K.Shimmin,Firebirds,2017,11,-,40,807,80440,0,0,n/a,4,n/a,n/a,2,0,0,0,0,0,n/a,1,2,0,3,5,n/a,0
C.Bassett,Lightning,2017,11,GS,61,8117,80113,0,3,n/a,0,n/a,n/a,1,1,37,0,37,3,n/a,1,1,0,3,5,n/a,1
S.Wood,Lightning,2017,11,GA,61,8117,80475,14,26,n/a,0,n/a,n/a,0,14,23,4,19,3,n/a,0,1,0,3,4,n/a,0
K.Browne,Lightning,2017,11,WA,61,8117,80575,18,38,n/a,0,n/a,n/a,0,13,0,0,0,2,n/a,0,2,0,1,3,n/a,0
L.Scherian,Lightning,2017,11,C,61,8117,80296,0,17,n/a,0,n/a,n/a,0,4,0,0,0,3,n/a,0,2,1,7,9,n/a,0
L.Langman,Lightning,2017,11,WD,61,8117,80105,9,0,n/a,2,n/a,n/a,3,0,0,0,0,0,n/a,1,0,0,10,10,n/a,0
K.Mostert,Lightning,2017,11,GD,61,8117,80559,7,0,n/a,5,n/a,n/a,3,0,0,0,0,1,n/a,1,6,0,18,24,n/a,0
G.Mentor,Lightning,2017,11,GK,61,8117,80010,0,0,n/a,6,n/a,n/a,7,0,0,0,0,1,n/a,2,3,0,13,16,n/a,2
E.Mikaere,Lightning,2017,11,-,0,8117,80393,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
M.McAuliffe,Lightning,2017,11,-,0,8117,998401,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Koenen,Lightning,2017,11,-,0,8117,1001357,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Thwaites,Magpies,2017,11,GS,61,8119,80052,3,3,n/a,0,n/a,n/a,0,1,41,8,33,5,n/a,0,3,0,4,7,n/a,5
C.Lange,Magpies,2017,11,GA,31,8119,80449,6,3,n/a,1,n/a,n/a,0,2,14,6,8,3,n/a,0,0,0,2,2,n/a,0
M.Robinson,Magpies,2017,11,WA,61,8119,80041,22,28,n/a,2,n/a,n/a,2,8,0,0,0,3,n/a,1,2,0,5,7,n/a,0
K.Ravaillion,Magpies,2017,11,C,31,8119,80833,0,19,n/a,0,n/a,n/a,0,6,0,0,0,1,n/a,0,3,0,3,6,n/a,0
A.Brazill,Magpies,2017,11,WD,61,8119,80299,3,3,n/a,1,n/a,n/a,4,0,0,0,0,1,n/a,4,1,0,5,6,n/a,0
A.Brandley,Magpies,2017,11,GD,61,8119,80470,2,0,n/a,1,n/a,n/a,0,0,0,0,0,0,n/a,0,2,0,13,15,n/a,0
S.Layton,Magpies,2017,11,GK,61,8119,80048,0,0,n/a,9,n/a,n/a,8,0,0,0,0,0,n/a,4,4,0,20,25,n/a,0
A.Teague-Neeld,Magpies,2017,11,-,31,8119,994215,16,5,n/a,1,n/a,n/a,0,3,9,1,8,3,n/a,0,2,0,5,7,n/a,1
S.Brown,Magpies,2017,11,-,31,8119,80152,0,22,n/a,0,n/a,n/a,0,8,0,0,0,1,n/a,0,0,0,4,4,n/a,0
M.Wilson,Magpies,2017,11,-,0,8119,80474,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
S.Glasgow,Thunderbirds,2017,11,GS,61,801,1007298,0,2,n/a,0,n/a,n/a,0,2,35,8,27,6,n/a,0,1,0,4,5,n/a,3
E.Bell,Thunderbirds,2017,11,GA,61,801,80067,13,8,n/a,3,n/a,n/a,2,6,21,1,20,4,n/a,1,0,0,10,10,n/a,1
C.Pitman,Thunderbirds,2017,11,WA,61,801,80301,10,30,n/a,2,n/a,n/a,0,14,0,0,0,1,n/a,0,1,0,7,8,n/a,0
J.Clarke,Thunderbirds,2017,11,C,49,801,80146,0,15,n/a,2,n/a,n/a,0,6,0,0,0,1,n/a,0,1,2,11,12,n/a,0
R.Ingles,Thunderbirds,2017,11,WD,61,801,80045,15,0,n/a,6,n/a,n/a,4,0,0,0,0,1,n/a,3,2,1,4,6,n/a,0
F.Themann,Thunderbirds,2017,11,GD,61,801,994232,8,1,n/a,3,n/a,n/a,4,1,0,0,0,2,n/a,2,3,0,14,17,n/a,1
A.Agbeze,Thunderbirds,2017,11,GK,61,801,80127,0,0,n/a,7,n/a,n/a,5,0,0,0,0,0,n/a,4,0,0,9,9,n/a,0
M.Kelly,Thunderbirds,2017,11,-,0,801,80353,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Bailey,Thunderbirds,2017,11,-,0,801,80570,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
G.Abernethy,Thunderbirds,2017,11,-,12,801,995700,0,3,n/a,0,n/a,n/a,0,2,0,0,0,0,n/a,0,0,0,2,2,n/a,0
J.Harten,GIANTS,2017,11,GS,61,8118,80150,8,9,n/a,3,n/a,n/a,2,7,29,6,23,7,n/a,0,1,0,6,7,n/a,0
S.Pettitt,GIANTS,2017,11,GA,61,8118,80072,18,16,n/a,0,n/a,n/a,0,6,9,2,7,3,n/a,0,0,2,3,3,n/a,1
S.Guthrie,GIANTS,2017,11,WA,61,8118,80535,4,29,n/a,4,n/a,n/a,5,11,0,0,0,4,n/a,5,1,2,13,14,n/a,0
J.Price,GIANTS,2017,11,C,61,8118,80701,0,13,n/a,4,n/a,n/a,2,12,0,0,0,0,n/a,2,0,1,14,14,n/a,0
T.Anderson,GIANTS,2017,11,WD,25,8118,1004484,3,0,n/a,2,n/a,n/a,1,0,0,0,0,1,n/a,0,1,1,3,4,n/a,0
B.Bulley,GIANTS,2017,11,GD,61,8118,80068,12,2,n/a,4,n/a,n/a,4,0,0,0,0,1,n/a,1,5,0,8,13,n/a,0
S.Poolman,GIANTS,2017,11,GK,61,8118,991899,0,0,n/a,2,n/a,n/a,5,0,0,0,0,0,n/a,2,0,0,14,14,n/a,3
K.Brice,GIANTS,2017,11,-,36,8118,999823,0,1,n/a,0,n/a,n/a,0,1,20,1,19,1,n/a,0,0,0,0,0,n/a,2
T.Davies,GIANTS,2017,11,-,0,8118,996140,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
A.Parmenter,GIANTS,2017,11,-,0,8118,1001356,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
K.Beveridge,Fever,2017,12,GS,61,810,80003,0,4,n/a,0,n/a,n/a,0,2,40,6,34,8,n/a,0,0,0,0,0,n/a,2
N.Medhurst,Fever,2017,12,GA,61,810,80009,26,18,n/a,1,n/a,n/a,1,11,23,7,16,5,n/a,0,1,0,1,2,n/a,1
I.Colyer,Fever,2017,12,WA,61,810,993360,20,30,n/a,1,n/a,n/a,0,11,0,0,0,0,n/a,0,0,0,5,5,n/a,0
V.Charles,Fever,2017,12,C,52,810,80473,0,30,n/a,1,n/a,n/a,1,3,0,0,0,4,n/a,1,1,0,4,5,n/a,0
J.Anstiss,Fever,2017,12,WD,56,810,998408,3,4,n/a,1,n/a,n/a,2,1,0,0,0,0,n/a,2,2,0,9,11,n/a,0
S.Francis,Fever,2017,12,GD,61,810,80534,5,0,n/a,2,n/a,n/a,4,0,0,0,0,2,n/a,2,3,0,8,11,n/a,2
C.Bruce,Fever,2017,12,GK,61,810,80343,1,0,n/a,5,n/a,n/a,4,0,0,0,0,0,n/a,4,6,0,13,19,n/a,0
J.Eales,Fever,2017,12,-,7,810,1007307,0,0,n/a,1,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,4,4,n/a,0
A.Lee-Jones,Fever,2017,12,-,9,810,997815,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,3,0,1,4,n/a,0
K.Stanton,Fever,2017,12,-,0,810,995218,0,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,0,0,0,n/a,0
C.Bassett,Lightning,2017,12,GS,56,8117,80113,0,1,n/a,0,n/a,n/a,0,1,41,5,36,3,n/a,0,0,0,0,0,n/a,7
S.Wood,Lightning,2017,12,GA,61,8117,80475,17,16,n/a,0,n/a,n/a,0,11,32,7,25,3,n/a,0,0,0,2,2,n/a,1
K.Browne,Lightning,2017,12,WA,56,8117,80575,17,28,n/a,0,n/a,n/a,1,10,0,0,0,4,n/a,1,1,1,5,6,n/a,0
L.Scherian,Lightning,2017,12,C,61,8117,80296,4,29,n/a,0,n/a,n/a,0,14,0,0,0,2,n/a,0,2,2,4,6,n/a,0
L.Langman,Lightning,2017,12,WD,61,8117,80105,8,2,n/a,3,n/a,n/a,0,1,0,0,0,0,n/a,0,1,0,9,10,n/a,0
K.Mostert,Lightning,2017,12,GD,56,8117,80559,9,0,n/a,2,n/a,n/a,4,0,0,0,0,0,n/a,3,3,0,17,20,n/a,1
G.Mentor,Lightning,2017,12,GK,61,8117,80010,0,0,n/a,9,n/a,n/a,10,0,0,0,0,0,n/a,2,4,0,4,8,n/a,5
E.Mikaere,Lightning,2017,12,-,6,8117,80393,0,0,n/a,2,n/a,n/a,0,0,0,0,0,0,n/a,0,2,0,1,3,n/a,0
M.McAuliffe,Lightning,2017,12,-,6,8117,998401,1,0,n/a,0,n/a,n/a,0,0,0,0,0,0,n/a,0,0,1,1,1,n/a,0
C.Koenen,Lightning,2017,12,-,6,8117,1001357,0,0,n/a,0,n/a,n/a,0,0,4,1,3,0,n/a,0,0,0,0,0,n/a,1
S.Wallace,Swifts,2017,12,GS,60,806,1001944,0,3,n/a,1,n/a,n/a,0,1,36,3,33,3,n/a,0,0,0,0,0,n/a,0
H.Housby,Swifts,2017,12,GA,60,806,999128,23,5,n/a,4,n/a,n/a,1,4,17,0,17,4,n/a,0,0,0,0,0,n/a,0
P.Hadley,Swifts,2017,12,WA,60,806,80574,12,12,n/a,1,n/a,n/a,1,6,0,0,0,3,n/a,1,2,1,5,7,n/a,0
M.Proud,Swifts,2017,12,C,60,806,80439,0,37,n/a,1,n/a,n/a,0,15,0,0,0,2,n/a,0,2,1,14,16,n/a,0
A.McCulloch,Swifts,2017,12,WD,30,806,991904,3,0,n/a,0,n/a,n/a,0,0,0,0,0,2,n/a,0,1,0,4,5,n/a,0
M.Turner,Swifts,2017,12,GD,60,806,1003784,2,0,n/a,9,n/a,n/a,6,0,0,0,0,0,n/a,2,6,0,10,16,n/a,2
S.Klau,Swifts,2017,12,GK,60,806,998404,0,0,n/a,5,n/a,n/a,7,0,0,0,0,0,n/a,4,5,0,13,18,n/a,3
