matchNo,team,opponent,matchType,surname,givenNames,courtPosition_Q1,courtPosition_Q2,courtPosition_Q3,courtPosition_Q4,minutesPlayed,goalsScored,goalsAttempted,goalsMissed,shootingPer,goalAssists,feeds,centrePassReceives,gains,intercepts,deflections,attackingRebounds,defensiveRebounds,totalRebounds,pickups,contactPenalties,obstructionPenalties,totalPenalties,offsides,badHands,footwork,otherError,totalErrors
5,Australia,Scotland,Pool,HADLEY,Paige,C,WA,I,I,14.0,0.0,0.0,0.0,0.0,11.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Australia,Scotland,Pool,KLAU,Sarah,GK,GK,GK,I,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,0.0,1.0,1.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
5,Australia,Scotland,Pool,KOENEN,Cara,I,I,GS,GS,30.0,36.0,37.0,1.0,97.2972972972973,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Australia,Scotland,Pool,MOLONEY,Kate,C,C,C,WD,53.0,0.0,0.0,0.0,0.0,10.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0
5,Australia,Scotland,Pool,WATSON,Liz,WA,WA,WA,WA,38.0,0.0,0.0,0.0,0.0,20.0,27.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,3.0
5,Australia,Scotland,Pool,WESTON,Joanna,I,I,WD,GD,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,1.0
5,Australia,Scotland,Pool,WOOD,Steph,I,I,I,GA,15.0,4.0,4.0,0.0,100.0,10.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,Scotland,Australia,Pool,BARRIE,Emma,I,GS,GS,I,23.0,7.0,8.0,1.0,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
5,Scotland,Australia,Pool,BOYLE,Kelly,I,C,C,I,23.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5,Scotland,Australia,Pool,CHRISTIAN,Iona,WA,WA,WA,WA,45.0,0.0,0.0,0.0,0.0,13.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0
5,Scotland,Australia,Pool,CONWAY,Rachel Olive,I,GK,GK,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
5,Scotland,Australia,Pool,GOODWIN,Beth,GS,GS,GS,GS,45.0,15.0,16.0,1.0,93.75,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0
5,Scotland,Australia,Pool,LEIGHTON,Hannah,C,C,C,C,45.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
5,Scotland,Australia,Pool,LOVE,Emma,I,GA,WA,WA,30.0,2.0,4.0,2.0,50.0,3.0,4.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0
5,Scotland,Australia,Pool,MACPHAIL,Sarah,I,WD,GD,GD,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
5,Scotland,Australia,Pool,MAXWELL,Claire,WD,WD,WD,WD,37.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0
5,Scotland,Australia,Pool,MCCALL,Niamh,GA,GA,GA,GA,37.0,6.0,10.0,4.0,60.0,2.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0
5,Scotland,Australia,Pool,NICHOLL,Emily,GD,GD,GD,GD,45.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,7.0,2.0,9.0,0.0,1.0,0.0,0.0,1.0
5,Scotland,Australia,Pool,TAIT,Lauren,GK,GK,I,GK,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
6,England,Malawi,Pool,ALLISON,Imogen,I,I,I,WD,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
6,England,Malawi,Pool,CARDWELL,Eleanor,GA,GA,I,GS,46.0,31.0,33.0,2.0,93.93939393939394,3.0,5.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0
6,England,Malawi,Pool,CLARKE,Jade,C,C,WD,I,42.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6,England,Malawi,Pool,DRAKEFORD-LEWIS,Sophie,I,I,I,WA,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6,England,Malawi,Pool,FRANCIS-BAYMAN,Stacey,WD,WD,GD,GD,46.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,7.0,1.0,8.0,1.0,0.0,0.0,0.0,1.0
6,England,Malawi,Pool,GUSCOTH,Layla,GD,GD,I,GD,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,4.0,0.0,0.0,0.0,4.0,11.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0
6,England,Malawi,Pool,HARTEN,Joanne,GS,GS,GS,GS,46.0,21.0,25.0,4.0,84.0,12.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
6,England,Malawi,Pool,HOUSBY,Helen,I,I,GA,GA,30.0,14.0,18.0,4.0,77.77777777777779,4.0,7.0,15.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0
6,England,Malawi,Pool,MALCOLM,Laura,I,C,C,C,35.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0
6,England,Malawi,Pool,MENTOR,Geva,GK,GK,GK,I,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,7.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0
6,England,Malawi,Pool,METCALF,Natalie,WA,WA,WA,WA,53.0,0.0,0.0,0.0,0.0,30.0,40.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
6,England,Malawi,Pool,USORO-BROWN,Eboni,I,I,I,GK,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
6,Malawi,England,Pool,CHIMALIRO,Jane,I,GA,I,I,16.0,4.0,5.0,1.0,80.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6,Malawi,England,Pool,DAMBO,Martha,WD,WD,WD,WD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,11.0,0.0,0.0,0.0,1.0,1.0
6,Malawi,England,Pool,DIMBA,Shira,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Malawi,England,Pool,GALLETA,Thandie Mwale,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Malawi,England,Pool,KUMWENDA,Bridget,WA,WA,WA,WA,60.0,0.0,0.0,0.0,0.0,8.0,12.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0
6,Malawi,England,Pool,KUMWENDA,Mwai Jasinta,GA,I,GA,GA,46.0,18.0,21.0,3.0,85.71428571428571,4.0,4.0,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0
6,Malawi,England,Pool,LWAZI,Takondwa,C,C,C,C,60.0,0.0,0.0,0.0,0.0,22.0,28.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
6,Malawi,England,Pool,MTUKULE,Caroline Brighton,GD,GD,I,I,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,6.0,0.0,3.0,0.0,0.0,3.0
6,Malawi,England,Pool,MVULA,Joyce,GS,GS,GS,GS,61.0,19.0,22.0,3.0,86.36363636363636,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0
6,Malawi,England,Pool,NGWIRA,Loreen,I,GK,GK,GK,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,3.0,3.0,4.0,5.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0
6,Malawi,England,Pool,SIMTOWE,Sindi,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Malawi,England,Pool,VINKHUMBO,Towera Angela,GK,GD,GD,GD,57.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,5.0,2.0,6.0,0.0,0.0,0.0,7.0,13.0,9.0,22.0,0.0,2.0,0.0,0.0,2.0
7,Jamaica,South Africa,Pool,BECKFORD,Shanice Horasha,GA,GA,GA,WA,53.0,15.0,18.0,3.0,83.33333333333334,15.0,24.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,3.0,0.0,2.0,0.0,0.0,2.0
7,Jamaica,South Africa,Pool,DEHANEY,Kadie-ann Alicia,I,I,I,GK,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Jamaica,South Africa,Pool,DIXON-ROCHESTER,Nicole,C,C,C,C,47.0,0.0,0.0,0.0,0.0,22.0,31.0,2.0,3.0,2.0,4.0,0.0,0.0,0.0,2.0,9.0,1.0,10.0,0.0,2.0,0.0,1.0,3.0
7,Jamaica,South Africa,Pool,FOWLER,Jhaniele Karyl,GS,GS,GS,I,40.0,33.0,33.0,0.0,100.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
7,Jamaica,South Africa,Pool,HEMMINGS,Shadian Toni-ann,I,I,I,C,10.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0
7,Jamaica,South Africa,Pool,NELSON,Shimona,I,I,GS,GS,20.0,14.0,14.0,0.0,100.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0
7,Jamaica,South Africa,Pool,ROBINSON,Rebekah Theresa,I,I,GA,GA,20.0,6.0,6.0,0.0,100.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
7,Jamaica,South Africa,Pool,STERLING,Shamera Shadae,GK,GK,GK,GD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,0.0,0.0,0.0,6.0,6.0,3.0,9.0,0.0,1.0,0.0,1.0,2.0
7,Jamaica,South Africa,Pool,THOMAS,Adean Tamesha,I,I,WD,WD,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
7,Jamaica,South Africa,Pool,WARD,Jodi-Ann,WD,WD,I,WD,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
7,Jamaica,South Africa,Pool,WILLIAMS,Khadijah Amoy,WA,WA,WA,WA,50.0,0.0,0.0,0.0,0.0,17.0,19.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0
7,Jamaica,South Africa,Pool,WILSON,Latanya Amoy,GD,GD,GD,I,45.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,2.0,3.0,0.0,3.0,3.0,2.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0
7,South Africa,Jamaica,Pool,CHAWANE,Khanyisa,I,C,C,C,45.0,0.0,0.0,0.0,0.0,15.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
7,South Africa,Jamaica,Pool,GRIESEL,Izette,C,WA,I,WA,45.0,0.0,0.0,0.0,0.0,17.0,23.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7,South Africa,Jamaica,Pool,MAWENI,Phumza,GK,GK,GK,GK,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,13.0,3.0,16.0,0.0,1.0,0.0,0.0,1.0
7,South Africa,Jamaica,Pool,MDAU,Tshina,I,I,WD,I,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
7,South Africa,Jamaica,Pool,MSOMI,Bongiwe,WA,I,WA,I,30.0,0.0,0.0,0.0,0.0,10.0,11.0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0
7,South Africa,Jamaica,Pool,RADEMAN,Lefebre,GA,GA,I,GA,40.0,6.0,8.0,2.0,75.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,0.0,2.0,0.0,0.0,2.0
7,South Africa,Jamaica,Pool,SMITH,Nicola,GD,I,I,GK,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0
7,South Africa,Jamaica,Pool,TALJAARD,Nichole,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,South Africa,Jamaica,Pool,VAN DER BERG,Elmere,I,I,GA,GA,30.0,13.0,15.0,2.0,86.66666666666667,2.0,2.0,10.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0
7,South Africa,Jamaica,Pool,VAN DER MERWE,Shadine,WD,WD,GD,WD,59.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0
7,South Africa,Jamaica,Pool,VENTER,Ine-Mari,GS,GS,GS,GS,60.0,30.0,36.0,6.0,83.33333333333334,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0
7,South Africa,Jamaica,Pool,VIMBELA,Zanele,I,GD,I,GD,30.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,CRAMPTON,Gina,WA,WA,WA,WA,47.0,0.0,0.0,0.0,0.0,19.0,26.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8,New Zealand,Uganda,Pool,FITZPATRICK,Sulu,I,GD,GK,GD,45.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,HEFFERNAN,Kate,WD,WD,WD,WD,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,JOHNSON,Kayla,I,WD,WD,WD,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,JURY,Kelly,GK,GK,GK,GK,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,3.0,4.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,KARAKA,Phoenix,GD,GD,GD,GD,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,MES,Bailey,I,I,GA,WA,28.0,0.0,0.0,0.0,0.0,7.0,10.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,NWEKE,Grace,GS,GS,GS,GS,45.0,32.0,37.0,5.0,86.48648648648648,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
8,New Zealand,Uganda,Pool,SAUNDERS,Shannon,I,I,C,C,22.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
8,New Zealand,Uganda,Pool,SELBY-RICKIT,Te Paea,GA,GA,I,GA,30.0,7.0,8.0,1.0,87.5,6.0,6.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8,New Zealand,Uganda,Pool,SOUNESS,Whitney,C,C,C,C,38.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
8,New Zealand,Uganda,Pool,WILSON,Maia,I,GA,GS,GS,30.0,14.0,15.0,1.0,93.33333333333333,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
8,Uganda,New Zealand,Pool,ACHAN,Jesca,C,C,C,C,60.0,0.0,0.0,0.0,0.0,16.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,7.0,0.0,1.0,1.0,0.0,2.0
8,Uganda,New Zealand,Pool,BAAGALA,Margret,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Uganda,New Zealand,Pool,CHOLHOK,Mary Nuba,I,I,GS,GS,30.0,19.0,22.0,3.0,86.36363636363636,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Uganda,New Zealand,Pool,EYARU,Irene,GA,GA,GA,GA,60.0,16.0,21.0,5.0,76.19047619047619,2.0,3.0,11.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,5.0,0.0,4.0,0.0,0.0,4.0
8,Uganda,New Zealand,Pool,HANIISHA,Muhameed Nakaate,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Uganda,New Zealand,Pool,LUNKUSE,Norah,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Uganda,New Zealand,Pool,NALWANJA,Shaffie,GK,GK,GK,GK,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,4.0,11.0,4.0,15.0,0.0,1.0,0.0,0.0,1.0
8,Uganda,New Zealand,Pool,NAMBIRIGE,Sandra Ruth,WD,WD,WD,WD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,10.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0
8,Uganda,New Zealand,Pool,NAMPUNGU,Joan,GD,GD,GD,GD,60.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,10.0,6.0,16.0,0.0,1.0,0.0,1.0,2.0
8,Uganda,New Zealand,Pool,NASSANGA,Shadiah Ssegujja,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Uganda,New Zealand,Pool,OYELLA,Stella,WA,WA,WA,WA,60.0,0.0,0.0,0.0,0.0,22.0,39.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,2.0
8,Uganda,New Zealand,Pool,PEACE,Proscovia,GS,GS,GS,I,30.0,5.0,8.0,3.0,62.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
9,Malawi,Northern Ireland,Pool,CHIMALIRO,Jane,I,I,I,GA,17.0,4.0,4.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
9,Malawi,Northern Ireland,Pool,DAMBO,Martha,WD,WD,WD,WD,46.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,11.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0
9,Malawi,Northern Ireland,Pool,DIMBA,Shira,I,I,I,WD,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
9,Malawi,Northern Ireland,Pool,GALLETA,Thandie Mwale,C,C,WA,WA,49.0,0.0,0.0,0.0,0.0,13.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0
9,Malawi,Northern Ireland,Pool,KUMWENDA,Bridget,WA,WA,WA,I,31.0,0.0,0.0,0.0,0.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
9,Malawi,Northern Ireland,Pool,KUMWENDA,Mwai Jasinta,GA,GS,GS,GS,47.0,29.0,32.0,3.0,90.625,4.0,6.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
9,Malawi,Northern Ireland,Pool,LWAZI,Takondwa,C,I,C,C,45.0,0.0,0.0,0.0,0.0,20.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0
9,Malawi,Northern Ireland,Pool,MTUKULE,Caroline Brighton,GD,GD,GD,GD,45.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0
9,Malawi,Northern Ireland,Pool,MVULA,Joyce,GS,GS,I,GS,37.0,15.0,19.0,4.0,78.94736842105263,2.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0
9,Malawi,Northern Ireland,Pool,NGWIRA,Loreen,I,I,I,I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Malawi,Northern Ireland,Pool,SIMTOWE,Sindi,I,GA,GA,GA,25.0,6.0,6.0,0.0,100.0,7.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Malawi,Northern Ireland,Pool,VINKHUMBO,Towera Angela,GK,GK,GK,GK,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,0.0,1.0,1.0,6.0,8.0,6.0,14.0,0.0,0.0,0.0,1.0,1.0
9,Northern Ireland,Malawi,Pool,BOWMAN,Jenna,I,I,GS,GS,9.0,1.0,3.0,2.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
