roundNo,matchNo,quarterNo,teamName,centrePassRec,centrePassX,centrePassY,secondPhaseRec,secondPhaseX,secondPhaseY
2,5,1,Giants,WA,52,126,C,62.0,112.0
2,5,1,Giants,GD,5,117,C,9.0,146.0
2,5,1,Giants,WA,26,106,C,8.0,154.0
2,5,1,Giants,GD,42,78,C,28.0,108.0
2,5,1,Giants,WA,20,106,WD,18.0,96.0
2,5,1,Giants,WA,34,118,GA,7.0,175.0
2,5,1,Giants,WA,50,117,C,42.0,134.0
2,5,1,Giants,WA,22,86,,,
2,5,2,Giants,WA,83,118,C,62.0,127.0
2,5,2,Giants,WA,35,125,GS,13.0,168.0
2,5,2,Giants,WA,91,129,GA,92.0,157.0
2,5,2,Giants,WA,90,125,GA,51.0,141.0
2,5,2,Giants,GA,25,130,GS,14.0,178.0
2,5,2,Giants,GA,93,124,C,62.0,149.0
2,5,2,Giants,WA,23,122,WA,15.0,149.0
2,5,2,Giants,GA,72,120,,,
2,5,3,Giants,GD,40,87,GA,9.0,135.0
2,5,3,Giants,GD,28,102,GA,35.0,152.0
2,5,3,Giants,GD,11,117,C,9.0,146.0
2,5,3,Giants,GD,22,94,WA,10.0,125.0
2,5,3,Giants,GD,20,91,GA,10.0,128.0
2,5,3,Giants,WD,70,103,WA,87.0,125.0
2,5,3,Giants,WA,24,127,GA,11.0,153.0
2,5,3,Giants,GA,10,126,WA,19.0,128.0
2,5,3,Giants,GA,81,114,,,
2,5,3,Giants,GD,8,85,GA,9.0,116.0
2,5,3,Giants,GA,89,121,WA,88.0,177.0
2,5,3,Giants,WA,37,126,GS,52.0,189.0
2,5,3,Giants,WA,32,122,GS,56.0,191.0
2,5,3,Giants,GD,88,110,UNKNOWN,75.0,134.0
2,5,3,Giants,GD,37,115,,,
2,5,3,Giants,GA,28,103,WA,82.0,179.0
2,5,3,Giants,GA,10,110,,,
2,5,4,Giants,GA,29,130,C,48.0,150.0
2,5,4,Giants,WD,74,89,WA,92.0,111.0
2,5,4,Giants,GA,10,131,,,
2,5,4,Giants,WA,19,128,GA,43.0,165.0
2,5,4,Giants,GA,16,129,C,22.0,178.0
2,5,4,Giants,WD,81,117,WA,90.0,146.0
2,5,4,Giants,WD,33,122,,,
2,5,4,Giants,GD,21,118,GS,42.0,194.0
2,5,4,Giants,GA,71,113,WD,17.0,126.0
2,5,4,Giants,GA,10,129,C,12.0,188.0
2,5,4,Giants,WA,65,124,GA,92.0,155.0
2,5,4,Giants,WA,32,121,C,57.0,132.0
2,5,4,Giants,WA,90,115,C,75.0,131.0
2,5,4,Giants,WA,84,123,,,
2,6,1,Vixens,WA,20,111,GA,7.0,138.0
2,6,1,Vixens,GA,85,123,WD,70.0,127.0
2,6,1,Vixens,WA,30,125,GS,48.0,191.0
2,6,1,Vixens,WA,83,115,WD,62.0,123.0
2,6,1,Vixens,WD,50,80,C,71.0,98.0
2,6,1,Vixens,GA,41,117,C,58.0,129.0
2,6,1,Vixens,WD,65,82,GA,41.0,179.0
2,6,1,Vixens,WD,9,113,WA,9.0,129.0
2,6,1,Vixens,GA,25,124,WD,79.0,116.0
2,6,1,Vixens,WA,81,120,GS,49.0,150.0
2,6,1,Vixens,WA,27,111,GS,71.0,159.0
2,6,1,Vixens,WA,74,113,GA,85.0,168.0
2,6,1,Vixens,GA,9,112,WA,10.0,159.0
2,6,1,Vixens,GA,81,122,,,
2,6,2,Vixens,WD,68,115,WA,53.0,129.0
2,6,2,Vixens,GA,20,119,WA,43.0,144.0
2,6,2,Vixens,GA,45,119,WA,18.0,153.0
2,6,2,Vixens,WA,88,113,GA,96.0,130.0
2,6,2,Vixens,GA,93,123,WA,68.0,165.0
2,6,2,Vixens,GA,39,128,GD,88.0,101.0
2,6,2,Vixens,GA,22,111,WA,38.0,152.0
2,6,2,Vixens,GA,17,123,GD,65.0,89.0
2,6,2,Vixens,WA,83,113,WD,65.0,117.0
2,6,2,Vixens,GA,74,96,WD,94.0,92.0
2,6,2,Vixens,GA,27,125,WA,52.0,131.0
2,6,2,Vixens,GD,12,96,WD,21.0,80.0
2,6,2,Vixens,GA,70,118,C,84.0,130.0
2,6,2,Vixens,WA,31,117,,,
2,6,3,Vixens,GA,13,120,UNKNOWN,67.0,145.0
2,6,3,Vixens,GA,23,115,WD,77.0,120.0
2,6,3,Vixens,WA,29,114,GS,47.0,155.0
2,6,3,Vixens,WA,35,97,GS,52.0,141.0
2,6,3,Vixens,WA,67,107,WD,46.0,124.0
2,6,3,Vixens,GA,84,114,GD,72.0,104.0
2,6,3,Vixens,WA,16,114,GA,15.0,162.0
2,6,3,Vixens,GA,32,120,WA,46.0,157.0
2,6,3,Vixens,WD,35,88,GA,17.0,120.0
2,6,3,Vixens,GA,16,118,GD,80.0,96.0
2,6,3,Vixens,WA,26,115,GS,8.0,153.0
2,6,3,Vixens,GA,66,105,,,
2,6,3,Vixens,GA,16,107,GS,10.0,158.0
2,6,3,Vixens,GA,49,118,,,
2,6,4,Vixens,WD,17,88,WA,50.0,123.0
2,6,4,Vixens,WD,22,99,WA,20.0,123.0
2,6,4,Vixens,GD,37,83,GA,94.0,120.0
2,6,4,Vixens,GD,67,83,WA,58.0,105.0
2,6,4,Vixens,GA,95,123,C,80.0,133.0
2,6,4,Vixens,WA,77,109,WD,67.0,123.0
2,6,4,Vixens,WA,20,114,C,21.0,141.0
2,6,4,Vixens,GA,22,126,C,34.0,134.0
2,6,4,Vixens,GA,85,125,C,84.0,135.0
2,6,4,Vixens,GA,39,121,C,54.0,122.0
2,6,4,Vixens,WA,73,102,GA,97.0,120.0
2,6,4,Vixens,GA,16,124,C,18.0,144.0
2,6,4,Vixens,GA,24,127,WA,16.0,143.0
2,6,4,Vixens,WA,73,101,GS,61.0,144.0
2,6,4,Vixens,GA,14,110,,,
2,6,1,Swifts,WA,19,105,GA,91.0,139.0
2,6,1,Swifts,GA,85,119,WA,81.0,180.0
2,6,1,Swifts,WA,29,113,GA,20.0,154.0
2,6,1,Swifts,GA,92,129,C,87.0,164.0
2,6,1,Swifts,GA,84,123,GS,56.0,195.0
2,6,1,Swifts,WA,22,120,,,
2,6,1,Swifts,WD,39,83,C,25.0,111.0
2,6,1,Swifts,WD,26,104,GD,73.0,108.0
2,6,1,Swifts,WD,22,113,C,12.0,147.0
2,6,1,Swifts,GA,33,120,WA,40.0,134.0
2,6,1,Swifts,WA,21,104,GA,88.0,145.0
2,6,1,Swifts,WD,20,113,GD,53.0,112.0
2,6,1,Swifts,WA,19,125,,,
2,6,1,Swifts,WA,32,124,,,
2,6,2,Swifts,GA,27,112,C,57.0,136.0
2,6,2,Swifts,GA,23,111,WA,10.0,154.0
2,6,2,Swifts,WA,8,125,C,10.0,159.0
2,6,2,Swifts,GA,69,116,C,81.0,155.0
2,6,2,Swifts,WA,83,118,WD,20.0,127.0
2,6,2,Swifts,GA,77,118,WA,87.0,176.0
2,6,2,Swifts,GA,71,122,GA,32.0,182.0
2,6,2,Swifts,GD,18,85,WA,7.0,125.0
2,6,2,Swifts,GA,71,115,WA,23.0,159.0
2,6,2,Swifts,WA,80,122,GA,84.0,185.0
2,6,2,Swifts,WA,14,121,WD,4.0,101.0
2,6,2,Swifts,GA,40,115,WA,81.0,143.0
2,6,2,Swifts,WA,15,123,GA,51.0,133.0
2,6,2,Swifts,GA,54,116,WA,28.0,121.0
2,6,2,Swifts,GA,50,117,WA,6.0,126.0
2,6,2,Swifts,WA,80,112,GA,87.0,175.0
2,6,2,Swifts,WA,77,118,,,
2,6,3,Swifts,GA,77,128,WA,84.0,176.0
2,6,3,Swifts,WA,51,126,GA,93.0,144.0
2,6,3,Swifts,WA,19,128,WD,37.0,132.0
2,6,3,Swifts,GA,91,128,C,77.0,118.0
2,6,3,Swifts,WA,94,119,GA,92.0,178.0
2,6,3,Swifts,WA,47,120,GA,36.0,146.0
2,6,3,Swifts,GA,79,127,WA,53.0,145.0
2,6,3,Swifts,GA,81,121,C,72.0,150.0
2,6,3,Swifts,WA,22,125,C,23.0,152.0
2,6,3,Swifts,WA,21,124,WD,29.0,110.0
2,6,3,Swifts,GD,90,103,C,67.0,106.0
2,6,3,Swifts,WA,15,126,C,39.0,145.0
2,6,3,Swifts,WA,20,127,GD,86.0,114.0
2,6,3,Swifts,GA,84,126,WA,59.0,147.0
2,6,3,Swifts,WD,22,99,WA,12.0,124.0
2,6,3,Swifts,WA,88,112,,,
2,6,4,Swifts,WA,83,114,GA,86.0,166.0
2,6,4,Swifts,GA,45,123,C,18.0,152.0
2,6,4,Swifts,WA,81,117,GA,56.0,136.0
2,6,4,Swifts,GA,89,119,GD,62.0,108.0
2,6,4,Swifts,WA,55,126,GA,89.0,175.0
2,6,4,Swifts,GA,59,116,WA,87.0,176.0
2,6,4,Swifts,WA,23,125,GA,34.0,191.0
2,6,4,Swifts,GA,40,115,GD,52.0,115.0
2,6,4,Swifts,GA,40,113,GD,75.0,93.0
2,6,4,Swifts,GA,85,118,WA,88.0,147.0
2,6,4,Swifts,GA,86,101,GD,39.0,81.0
2,6,4,Swifts,WD,28,97,WA,5.0,109.0
2,6,4,Swifts,WA,30,100,GA,65.0,127.0
2,6,4,Swifts,GA,83,113,WD,65.0,118.0
2,6,4,Swifts,GA,40,126,,,
2,7,1,Firebirds,WD,96,128,GA,93.0,148.0
2,7,1,Firebirds,WA,31,133,WD,21.0,116.0
2,7,1,Firebirds,WA,24,128,WD,16.0,113.0
2,7,1,Firebirds,GD,67,86,C,78.0,119.0
2,7,1,Firebirds,GA,81,132,C,62.0,131.0
2,7,1,Firebirds,GA,35,127,WA,22.0,166.0
2,7,1,Firebirds,WA,22,127,GA,34.0,192.0
2,7,1,Firebirds,WA,72,120,,,
2,7,1,Firebirds,WA,82,128,GS,72.0,191.0
2,7,1,Firebirds,GA,22,130,WD,66.0,131.0
2,7,1,Firebirds,WA,36,118,,,
2,7,2,Firebirds,WA,54,119,,,
2,7,2,Firebirds,WA,23,122,GA,11.0,168.0
2,7,2,Firebirds,GA,81,128,C,68.0,126.0
2,7,2,Firebirds,WD,25,114,WA,14.0,141.0
2,7,2,Firebirds,GD,79,99,GS,50.0,173.0
2,7,2,Firebirds,GA,77,125,C,82.0,142.0
2,7,2,Firebirds,GD,83,120,WA,80.0,141.0
2,7,2,Firebirds,GA,21,122,WA,40.0,148.0
2,7,2,Firebirds,GD,76,105,WA,86.0,138.0
2,7,2,Firebirds,WA,80,129,GA,73.0,158.0
2,7,2,Firebirds,UNKNOWN,58,120,WA,86.0,135.0
2,7,2,Firebirds,WA,67,119,C,62.0,128.0
2,7,2,Firebirds,GA,41,129,,,
2,7,3,Firebirds,GD,13,107,,,
2,7,3,Firebirds,WA,37,119,C,68.0,134.0
2,7,3,Firebirds,GA,28,128,C,41.0,141.0
2,7,3,Firebirds,GD,17,113,,,
2,7,3,Firebirds,WD,33,86,GA,17.0,125.0
2,7,3,Firebirds,GA,87,119,WD,36.0,95.0
2,7,3,Firebirds,WA,63,118,WD,56.0,82.0
2,7,3,Firebirds,WD,21,101,GD,43.0,78.0
2,7,3,Firebirds,GA,24,123,,,
2,7,4,Firebirds,WA,32,126,GA,20.0,182.0
2,7,4,Firebirds,GA,36,117,WA,16.0,163.0
2,7,4,Firebirds,GA,71,123,WA,45.0,162.0
2,7,4,Firebirds,GA,84,120,WA,61.0,127.0
2,7,4,Firebirds,GD,68,94,WA,57.0,116.0
2,7,4,Firebirds,WA,89,121,GA,76.0,145.0
2,7,4,Firebirds,WD,72,95,C,74.0,119.0
2,7,4,Firebirds,GA,12,127,WD,28.0,126.0
2,7,4,Firebirds,WA,22,118,GA,11.0,177.0
2,7,4,Firebirds,WD,31,108,WA,48.0,127.0
2,7,4,Firebirds,GD,7,106,WD,24.0,83.0
2,7,4,Firebirds,WD,73,119,GS,89.0,181.0
2,7,4,Firebirds,WD,78,112,WA,75.0,148.0
2,7,4,Firebirds,GA,16,122,,,
2,7,1,Lightning,WA,21,116,GA,36.0,111.0
2,7,1,Lightning,GA,82,119,WA,86.0,164.0
2,7,1,Lightning,GA,83,115,C,73.0,125.0
2,7,1,Lightning,WA,13,121,GA,21.0,135.0
2,7,1,Lightning,GA,76,117,WA,90.0,185.0
2,7,1,Lightning,GA,30,119,WA,45.0,123.0
2,7,1,Lightning,GA,10,113,WA,11.0,170.0
2,7,1,Lightning,WA,78,119,C,56.0,127.0
2,7,1,Lightning,GA,15,116,WA,43.0,136.0
2,7,1,Lightning,GA,82,121,GD,56.0,122.0
2,7,1,Lightning,WA,10,123,GA,10.0,141.0
2,7,1,Lightning,WD,56,82,,,
2,7,2,Lightning,WA,78,113,,,
2,7,2,Lightning,GA,72,117,GD,59.0,100.0
2,7,2,Lightning,WD,28,84,C,89.0,120.0
2,7,2,Lightning,WA,71,110,GA,89.0,129.0
2,7,2,Lightning,WA,64,117,C,70.0,142.0
2,7,2,Lightning,WA,77,117,GA,61.0,131.0
2,7,2,Lightning,WA,24,120,GA,11.0,147.0
2,7,2,Lightning,WA,40,118,GA,16.0,129.0
2,7,2,Lightning,WA,74,117,GA,89.0,129.0
2,7,2,Lightning,WA,81,121,GA,58.0,132.0
2,7,2,Lightning,GA,31,116,WD,77.0,106.0
2,7,2,Lightning,WA,72,118,C,64.0,132.0
2,7,2,Lightning,WA,85,118,,,
2,7,3,Lightning,GD,10,114,,,
2,7,3,Lightning,WA,28,113,GK,68.0,59.0
2,7,3,Lightning,GA,77,118,WA,55.0,144.0
2,7,3,Lightning,WA,15,110,GA,49.0,123.0
2,7,3,Lightning,WD,80,84,C,61.0,78.0
2,7,3,Lightning,WA,62,109,WA,51.0,120.0
2,7,3,Lightning,GA,80,118,C,81.0,162.0
2,7,3,Lightning,WA,76,116,GA,87.0,146.0
2,7,3,Lightning,WA,25,115,,,
2,7,4,Lightning,WA,24,120,GA,12.0,144.0
2,7,4,Lightning,GA,28,116,WA,49.0,139.0
2,7,4,Lightning,GD,71,102,,,
2,7,4,Lightning,GA,79,113,WA,92.0,142.0
2,7,4,Lightning,WA,36,118,GA,21.0,131.0
2,7,4,Lightning,WA,25,120,GA,46.0,125.0
2,7,4,Lightning,WA,32,118,GA,35.0,142.0
2,7,4,Lightning,WA,78,115,C,68.0,138.0
2,7,4,Lightning,WA,27,117,GA,17.0,141.0
2,7,4,Lightning,GA,83,116,WD,98.0,121.0
2,7,4,Lightning,GD,80,91,C,55.0,82.0
2,7,4,Lightning,WA,66,111,GA,90.0,126.0
2,7,4,Lightning,WA,26,120,WD,51.0,132.0
2,7,4,Lightning,WA,29,122,GA,16.0,147.0
2,7,4,Lightning,GA,25,123,WA,42.0,157.0
2,7,4,Lightning,GA,78,124,,,
2,8,1,Fever,WA,84,101,C,55.0,116.0
2,8,1,Fever,GA,61,113,GD,35.0,85.0
2,8,1,Fever,GA,66,110,C,88.0,140.0
2,8,1,Fever,WD,53,88,C,41.0,111.0
2,8,1,Fever,GD,56,79,C,32.0,91.0
2,8,1,Fever,WA,37,107,GA,10.0,125.0
2,8,1,Fever,WD,77,116,,,
2,8,1,Fever,WA,20,127,GA,8.0,154.0
2,8,1,Fever,WD,74,115,C,68.0,136.0
2,8,1,Fever,GA,57,112,,,
2,8,1,Fever,WA,18,114,C,16.0,139.0
2,8,1,Fever,GA,12,119,C,15.0,169.0
2,8,1,Fever,GD,21,95,,,
2,8,2,Fever,WA,18,130,GA,30.0,146.0
2,8,2,Fever,WD,28,103,GD,45.0,118.0
2,8,2,Fever,GA,22,129,WD,36.0,117.0
2,8,2,Fever,GA,24,121,GD,21.0,94.0
2,8,2,Fever,GD,39,88,C,69.0,89.0
2,8,2,Fever,WA,48,117,,,
2,8,2,Fever,WD,84,115,GA,90.0,153.0
2,8,2,Fever,WA,30,125,GA,16.0,158.0
2,8,2,Fever,GA,84,84,C,59.0,78.0
2,8,2,Fever,WA,82,125,C,65.0,148.0
2,8,2,Fever,WA,30,112,C,49.0,131.0
2,8,2,Fever,GA,80,116,C,64.0,128.0
2,8,2,Fever,GA,88,106,GD,68.0,76.0
2,8,2,Fever,WA,76,112,GD,36.0,77.0
2,8,2,Fever,WA,23,124,,,
2,8,3,Fever,WA,70,113,GA,87.0,141.0
2,8,3,Fever,GA,43,122,C,53.0,135.0
2,8,3,Fever,WA,66,111,GA,80.0,163.0
2,8,3,Fever,GA,16,110,,,
2,8,3,Fever,WA,81,113,,,
2,8,3,Fever,WA,83,120,C,57.0,135.0
2,8,3,Fever,WA,14,126,GD,17.0,89.0
2,8,3,Fever,WD,32,119,WA,51.0,135.0
2,8,3,Fever,WD,71,87,WA,86.0,126.0
2,8,3,Fever,WA,29,104,GS,47.0,185.0
2,8,3,Fever,GD,79,120,GA,80.0,166.0
2,8,3,Fever,WA,76,119,GA,87.0,167.0
2,8,3,Fever,WA,14,114,WD,21.0,80.0
2,8,3,Fever,GA,11,121,GD,9.0,95.0
2,8,3,Fever,GD,15,89,,,
2,8,4,Fever,WA,20,113,C,34.0,130.0
2,8,4,Fever,GA,87,126,,,
2,8,4,Fever,GA,23,116,,,
2,8,4,Fever,WD,25,119,GA,14.0,151.0
2,8,4,Fever,GA,91,108,WD,62.0,128.0
2,8,4,Fever,GA,12,126,C,18.0,154.0
2,8,4,Fever,GA,92,112,C,93.0,140.0
2,8,4,Fever,GA,15,122,WA,41.0,129.0
2,8,4,Fever,WA,36,120,WD,31.0,102.0
2,8,4,Fever,WA,82,131,C,64.0,141.0
2,8,4,Fever,WA,94,119,GA,71.0,129.0
2,8,4,Fever,WA,19,116,GD,21.0,81.0
2,8,4,Fever,GA,17,126,WA,15.0,185.0
2,8,4,Fever,WA,66,119,C,49.0,129.0
2,8,4,Fever,GA,60,123,,,
2,8,1,Magpies,WA,18,126,GA,12.0,152.0
2,8,1,Magpies,GA,17,125,WA,37.0,155.0
2,8,1,Magpies,WA,83,115,C,21.0,160.0
2,8,1,Magpies,GA,21,128,WD,10.0,89.0
2,8,1,Magpies,WA,22,129,GA,18.0,164.0
2,8,1,Magpies,WA,84,128,GA,92.0,182.0
2,8,1,Magpies,GD,88,115,,,
2,8,1,Magpies,WA,33,116,GA,12.0,151.0
2,8,1,Magpies,WA,36,132,WD,67.0,133.0
2,8,1,Magpies,GD,26,115,GA,14.0,152.0
2,8,1,Magpies,WA,92,124,WD,75.0,120.0
2,8,1,Magpies,WA,82,128,,,
2,8,2,Magpies,WA,82,111,GA,81.0,165.0
2,8,2,Magpies,WA,15,126,C,81.0,181.0
2,8,2,Magpies,WD,24,100,GA,8.0,122.0
2,8,2,Magpies,WA,30,125,GA,79.0,171.0
2,8,2,Magpies,GA,22,127,WA,15.0,180.0
2,8,2,Magpies,WA,83,119,WD,66.0,104.0
2,8,2,Magpies,WA,7,123,GS,52.0,189.0
2,8,2,Magpies,GA,80,126,C,49.0,144.0
2,8,2,Magpies,UNKNOWN,89,124,,,
2,8,2,Magpies,WA,74,125,GA,84.0,181.0
2,8,2,Magpies,WA,36,112,GS,56.0,176.0
2,8,2,Magpies,WD,51,78,WD,35.0,99.0
2,8,2,Magpies,WA,32,118,,,
2,8,3,Magpies,GA,48,129,WA,86.0,142.0
2,8,3,Magpies,GA,34,124,C,87.0,159.0
2,8,3,Magpies,WA,94,122,GA,92.0,158.0
2,8,3,Magpies,WA,89,131,GA,90.0,160.0
2,8,3,Magpies,WA,89,113,C,86.0,157.0
2,8,3,Magpies,GA,30,129,WA,12.0,189.0
2,8,3,Magpies,WA,25,132,C,79.0,169.0
2,8,3,Magpies,GA,27,127,WA,14.0,184.0
2,8,3,Magpies,WA,27,120,GS,77.0,158.0
2,8,3,Magpies,WA,72,122,C,68.0,162.0
2,8,3,Magpies,WA,93,125,GA,45.0,144.0
2,8,3,Magpies,WA,65,113,GA,83.0,161.0
2,8,3,Magpies,GD,94,113,GA,53.0,189.0
2,8,3,Magpies,WA,55,115,WA,60.0,128.0
2,8,3,Magpies,GA,24,129,WA,16.0,185.0
2,8,3,Magpies,WA,83,129,C,65.0,147.0
2,8,3,Magpies,GD,46,81,,,
2,8,4,Magpies,WA,80,121,WD,15.0,121.0
2,8,4,Magpies,GA,34,118,WA,9.0,153.0
2,8,4,Magpies,WD,34,80,,,
2,8,4,Magpies,WA,92,122,C,56.0,140.0
2,8,4,Magpies,WD,11,117,WA,9.0,143.0
2,8,4,Magpies,WA,15,125,GA,7.0,161.0
2,8,4,Magpies,WA,90,126,GA,59.0,140.0
2,8,4,Magpies,WA,80,116,GS,80.0,175.0
2,8,4,Magpies,WA,91,124,GA,85.0,167.0
2,8,4,Magpies,GA,49,116,WA,91.0,178.0
2,8,4,Magpies,WA,64,115,GA,88.0,143.0
2,8,4,Magpies,GD,96,111,WA,87.0,137.0
2,8,4,Magpies,WD,8,112,GA,5.0,152.0
2,8,4,Magpies,WD,49,128,,,
3,9,1,Magpies,WD,26,106,WA,82.0,121.0
3,9,1,Magpies,WA,81,124,GA,89.0,151.0
3,9,1,Magpies,GD,68,89,WA,87.0,124.0
3,9,1,Magpies,GA,11,124,WA,14.0,173.0
3,9,1,Magpies,WA,67,94,GA,5.0,149.0
3,9,1,Magpies,WA,10,122,GA,6.0,172.0
3,9,1,Magpies,GA,65,127,WA,36.0,160.0
3,9,1,Magpies,WA,9,115,GA,6.0,165.0
3,9,1,Magpies,WA,16,116,GA,9.0,153.0
3,9,1,Magpies,WA,75,120,C,74.0,163.0
3,9,1,Magpies,WA,6,122,GA,6.0,151.0
3,9,1,Magpies,WA,86,118,GA,83.0,162.0
3,9,1,Magpies,WA,26,115,GA,54.0,157.0
3,9,1,Magpies,GA,15,124,C,15.0,185.0
3,9,1,Magpies,WA,81,124,,,
3,9,2,Magpies,GA,19,125,WA,15.0,177.0
3,9,2,Magpies,WA,77,113,WD,15.0,125.0
3,9,2,Magpies,GA,19,119,WA,20.0,169.0
3,9,2,Magpies,WA,40,122,GA,20.0,155.0
3,9,2,Magpies,WD,30,118,WA,10.0,166.0
3,9,2,Magpies,WA,80,106,WA,92.0,150.0
3,9,2,Magpies,WA,76,113,WD,31.0,132.0
3,9,2,Magpies,WA,32,127,GA,14.0,154.0
3,9,2,Magpies,WA,28,106,GA,17.0,155.0
3,9,2,Magpies,GD,31,95,WA,54.0,117.0
3,9,2,Magpies,WA,94,126,GA,93.0,163.0
3,9,2,Magpies,GA,92,119,WA,95.0,146.0
3,9,2,Magpies,WD,97,120,WA,81.0,149.0
3,9,2,Magpies,GD,35,105,,,
3,9,3,Magpies,WD,6,118,C,21.0,147.0
3,9,3,Magpies,WA,8,126,C,9.0,174.0
3,9,3,Magpies,WA,11,125,GA,11.0,172.0
3,9,3,Magpies,WA,9,123,,,
3,9,3,Magpies,WA,22,125,WA,7.0,147.0
3,9,3,Magpies,WD,70,122,GA,77.0,145.0
3,9,3,Magpies,WA,22,124,GA,8.0,151.0
3,9,3,Magpies,WD,26,114,WA,14.0,138.0
3,9,3,Magpies,WD,89,126,GA,46.0,154.0
3,9,3,Magpies,WA,50,122,GA,82.0,171.0
3,9,3,Magpies,GD,88,107,WA,88.0,143.0
3,9,3,Magpies,WA,79,109,GA,66.0,149.0
3,9,3,Magpies,WA,8,129,,,
3,9,4,Magpies,WA,29,121,WA,55.0,137.0
3,9,4,Magpies,WA,18,131,C,14.0,190.0
3,9,4,Magpies,GA,47,127,C,18.0,172.0
3,9,4,Magpies,WA,96,125,WD,72.0,119.0
3,9,4,Magpies,WD,16,124,WA,17.0,155.0
3,9,4,Magpies,WD,92,114,GA,95.0,152.0
3,9,4,Magpies,WA,30,128,GA,18.0,179.0
3,9,4,Magpies,WD,84,118,WA,86.0,148.0
3,9,4,Magpies,WD,44,114,WA,17.0,146.0
3,9,4,Magpies,WA,47,118,GA,19.0,172.0
3,9,4,Magpies,WD,77,96,C,87.0,143.0
3,9,4,Magpies,GD,12,116,WA,11.0,158.0
3,9,4,Magpies,WD,20,116,WA,12.0,132.0
3,9,4,Magpies,WA,29,130,GA,24.0,163.0
3,9,4,Magpies,GA,89,126,C,75.0,150.0
3,9,4,Magpies,WA,82,125,C,92.0,170.0
3,9,4,Magpies,GA,90,120,,,
3,9,1,Thunderbirds,WD,31,119,WA,24.0,142.0
3,9,1,Thunderbirds,GA,16,124,GD,27.0,89.0
3,9,1,Thunderbirds,WD,21,107,GS,58.0,190.0
3,9,1,Thunderbirds,WA,24,122,GA,72.0,129.0
3,9,1,Thunderbirds,WA,39,126,GS,53.0,180.0
3,9,1,Thunderbirds,WA,93,127,GA,79.0,137.0
3,9,1,Thunderbirds,GD,66,85,WA,75.0,116.0
3,9,1,Thunderbirds,GA,71,110,WA,50.0,140.0
3,9,1,Thunderbirds,WA,93,124,GD,16.0,124.0
3,9,1,Thunderbirds,GA,40,118,WA,90.0,162.0
3,9,1,Thunderbirds,WA,15,122,GA,52.0,124.0
3,9,1,Thunderbirds,GD,79,105,,,
3,9,1,Thunderbirds,GD,21,102,,,
3,9,2,Thunderbirds,WA,21,125,GA,25.0,191.0
3,9,2,Thunderbirds,WD,29,125,WA,39.0,140.0
3,9,2,Thunderbirds,WA,82,113,GA,16.0,178.0
3,9,2,Thunderbirds,GA,71,109,GS,50.0,183.0
3,9,2,Thunderbirds,WA,82,112,GA,51.0,124.0
3,9,2,Thunderbirds,WA,51,116,GA,7.0,136.0
3,9,2,Thunderbirds,GA,11,103,WD,25.0,114.0
3,9,2,Thunderbirds,WA,66,124,C,43.0,125.0
3,9,2,Thunderbirds,GD,91,118,GA,83.0,145.0
3,9,2,Thunderbirds,GA,19,121,WA,35.0,116.0
3,9,2,Thunderbirds,WA,69,106,C,49.0,125.0
3,9,2,Thunderbirds,GD,28,76,,,
3,9,3,Thunderbirds,WA,76,120,WD,92.0,100.0
3,9,3,Thunderbirds,WA,17,118,GA,30.0,145.0
3,9,3,Thunderbirds,WD,73,81,C,27.0,97.0
3,9,3,Thunderbirds,WA,20,115,WD,44.0,114.0
3,9,3,Thunderbirds,WA,21,128,GA,38.0,130.0
3,9,3,Thunderbirds,GA,93,123,WA,23.0,159.0
3,9,3,Thunderbirds,GA,37,114,WA,52.0,115.0
3,9,3,Thunderbirds,WA,50,121,GD,41.0,78.0
3,9,3,Thunderbirds,WA,28,108,C,15.0,144.0
3,9,3,Thunderbirds,GA,32,127,WD,53.0,127.0
3,9,3,Thunderbirds,WD,38,121,,,
3,9,3,Thunderbirds,WA,84,127,,,
3,9,4,Thunderbirds,GD,29,103,C,7.0,149.0
3,9,4,Thunderbirds,WA,19,126,GA,88.0,149.0
3,9,4,Thunderbirds,WA,55,118,C,12.0,179.0
3,9,4,Thunderbirds,WA,13,126,GS,32.0,178.0
3,9,4,Thunderbirds,WA,84,124,C,58.0,127.0
3,9,4,Thunderbirds,GA,89,123,C,78.0,151.0
3,9,4,Thunderbirds,WD,27,116,GA,49.0,178.0
3,9,4,Thunderbirds,WA,87,120,GA,75.0,183.0
3,9,4,Thunderbirds,GA,13,124,GA,37.0,190.0
3,9,4,Thunderbirds,WA,21,121,WD,86.0,123.0
3,9,4,Thunderbirds,WA,36,123,WA,37.0,141.0
3,9,4,Thunderbirds,WA,88,117,,,
3,9,4,Thunderbirds,GD,20,91,C,19.0,111.0
3,9,4,Thunderbirds,GD,51,78,WD,78.0,92.0
3,9,4,Thunderbirds,WA,83,124,,,
3,10,1,Vixens,WA,17,118,GS,14.0,170.0
3,10,1,Vixens,WA,29,126,WD,19.0,102.0
3,10,1,Vixens,WA,25,121,GA,7.0,145.0
3,10,1,Vixens,GA,25,118,WD,13.0,77.0
3,10,1,Vixens,WA,44,131,C,81.0,143.0
3,10,1,Vixens,WA,35,122,WA,20.0,155.0
3,10,1,Vixens,WA,82,121,GA,92.0,154.0
3,10,1,Vixens,GA,26,127,C,46.0,130.0
3,10,1,Vixens,WA,75,102,C,64.0,122.0
