roundNo,matchNo,quarterNo,teamName,centrePassRec,centrePassX,centrePassY,secondPhaseRec,secondPhaseX,secondPhaseY
8,30,4,Firebirds,GA,29,124,C,44.0,136.0
8,30,4,Firebirds,GA,88,130,WD,69.0,129.0
8,30,4,Firebirds,GA,20,127,WD,40.0,130.0
8,30,4,Firebirds,GA,93,125,WD,79.0,129.0
8,30,4,Firebirds,WA,79,127,GA,17.0,180.0
8,30,4,Firebirds,WD,76,95,GA,98.0,123.0
8,30,4,Firebirds,WA,27,126,GD,33.0,98.0
8,30,4,Firebirds,UNKNOWN,48,126,WA,46.0,165.0
8,30,4,Firebirds,GA,35,124,WA,25.0,144.0
8,30,4,Firebirds,WD,94,118,GS,44.0,197.0
8,30,4,Firebirds,WD,71,102,WA,31.0,112.0
8,30,4,Firebirds,WA,84,123,,,
8,30,1,Swifts,GD,93,120,WD,71.0,93.0
8,30,1,Swifts,GA,95,127,C,76.0,119.0
8,30,1,Swifts,GA,86,127,WD,47.0,129.0
8,30,1,Swifts,WA,93,126,C,76.0,146.0
8,30,1,Swifts,GD,96,122,WA,97.0,151.0
8,30,1,Swifts,GA,22,126,WA,17.0,176.0
8,30,1,Swifts,GA,43,122,GD,89.0,130.0
8,30,1,Swifts,WA,27,125,GS,65.0,152.0
8,30,1,Swifts,WA,23,124,GA,19.0,143.0
8,30,1,Swifts,GA,86,120,C,93.0,172.0
8,30,1,Swifts,WA,44,114,GA,20.0,146.0
8,30,1,Swifts,WA,89,125,,,
8,30,1,Swifts,WA,45,123,,,
8,30,2,Swifts,GA,70,122,C,55.0,127.0
8,30,2,Swifts,GA,8,125,WA,26.0,165.0
8,30,2,Swifts,GA,61,123,WA,62.0,138.0
8,30,2,Swifts,GA,41,123,WA,81.0,137.0
8,30,2,Swifts,WA,80,120,GA,61.0,131.0
8,30,2,Swifts,WA,74,121,GA,82.0,149.0
8,30,2,Swifts,GA,74,121,WA,80.0,121.0
8,30,2,Swifts,GA,89,100,C,71.0,103.0
8,30,2,Swifts,WA,62,109,GA,85.0,128.0
8,30,2,Swifts,WA,81,126,GA,80.0,142.0
8,30,2,Swifts,GA,77,112,,,
8,30,3,Swifts,GA,92,123,WA,69.0,128.0
8,30,3,Swifts,WA,92,123,C,66.0,140.0
8,30,3,Swifts,GA,88,125,C,73.0,158.0
8,30,3,Swifts,WA,27,124,GS,15.0,189.0
8,30,3,Swifts,GA,86,122,C,90.0,183.0
8,30,3,Swifts,GA,75,120,WA,94.0,149.0
8,30,3,Swifts,WD,15,105,WA,15.0,130.0
8,30,3,Swifts,WA,43,119,GA,96.0,148.0
8,30,3,Swifts,WA,35,126,GA,93.0,165.0
8,30,3,Swifts,UNKNOWN,34,124,GS,13.0,191.0
8,30,3,Swifts,WA,86,98,C,67.0,99.0
8,30,3,Swifts,GA,88,119,C,86.0,173.0
8,30,3,Swifts,GA,80,129,,,
8,30,4,Swifts,WA,61,115,WA,10.0,183.0
8,30,4,Swifts,WA,77,116,C,74.0,168.0
8,30,4,Swifts,GA,79,120,WA,54.0,120.0
8,30,4,Swifts,WA,78,124,GA,50.0,126.0
8,30,4,Swifts,GA,51,124,C,74.0,159.0
8,30,4,Swifts,WA,74,119,GA,15.0,165.0
8,30,4,Swifts,GA,70,124,,,
8,30,4,Swifts,WA,19,104,GA,63.0,121.0
8,30,4,Swifts,GA,32,115,WA,11.0,126.0
8,30,4,Swifts,GA,11,126,WD,17.0,98.0
8,30,4,Swifts,GA,71,125,WA,78.0,169.0
8,30,4,Swifts,WA,17,123,C,35.0,136.0
8,30,4,Swifts,GA,27,124,C,22.0,165.0
8,30,4,Swifts,GA,65,128,WA,15.0,180.0
8,30,4,Swifts,WA,12,124,GS,55.0,191.0
8,30,4,Swifts,GA,77,124,,,
8,31,1,Lightning,WA,17,125,WD,19.0,98.0
8,31,1,Lightning,GA,89,122,WA,84.0,164.0
8,31,1,Lightning,GD,70,80,C,43.0,72.0
8,31,1,Lightning,WA,82,115,GA,92.0,110.0
8,31,1,Lightning,GA,39,116,WA,69.0,127.0
8,31,1,Lightning,WA,45,117,C,63.0,140.0
8,31,1,Lightning,GA,12,125,GS,35.0,157.0
8,31,1,Lightning,WD,72,73,,,
8,31,1,Lightning,GA,87,126,C,83.0,168.0
8,31,1,Lightning,GA,45,113,C,72.0,126.0
8,31,1,Lightning,GD,62,81,C,86.0,99.0
8,31,1,Lightning,UNKNOWN,70,113,UNKNOWN,54.0,148.0
8,31,1,Lightning,GD,64,86,C,86.0,111.0
8,31,1,Lightning,GA,86,123,,,
8,31,2,Lightning,WA,30,120,WD,46.0,86.0
8,31,2,Lightning,WA,97,119,GD,76.0,88.0
8,31,2,Lightning,GA,97,122,C,65.0,125.0
8,31,2,Lightning,WD,23,115,GD,37.0,110.0
8,31,2,Lightning,WA,53,130,C,30.0,123.0
8,31,2,Lightning,WA,21,128,GD,46.0,129.0
8,31,2,Lightning,GA,95,125,WA,89.0,182.0
8,31,2,Lightning,WA,98,124,GA,26.0,166.0
8,31,2,Lightning,GD,28,121,GA,18.0,155.0
8,31,2,Lightning,WD,54,81,C,74.0,90.0
8,31,2,Lightning,WA,52,124,,,
8,31,3,Lightning,WA,38,111,GA,4.0,166.0
8,31,3,Lightning,GA,26,122,WA,13.0,181.0
8,31,3,Lightning,GA,11,125,C,23.0,139.0
8,31,3,Lightning,WA,88,126,GA,85.0,191.0
8,31,3,Lightning,GD,19,128,GA,17.0,154.0
8,31,3,Lightning,WA,62,107,GS,58.0,157.0
8,31,3,Lightning,WA,85,126,GS,85.0,183.0
8,31,3,Lightning,WA,60,115,GA,8.0,138.0
8,31,3,Lightning,WA,78,126,GA,77.0,171.0
8,31,3,Lightning,WD,89,93,WA,46.0,116.0
8,31,3,Lightning,WA,39,112,GA,5.0,151.0
8,31,3,Lightning,WD,85,126,GA,79.0,162.0
8,31,3,Lightning,WA,80,123,,,
8,31,4,Lightning,WA,23,126,GA,99.0,127.0
8,31,4,Lightning,WA,18,128,GA,23.0,161.0
8,31,4,Lightning,WA,32,127,GA,18.0,185.0
8,31,4,Lightning,WA,23,128,GA,99.0,154.0
8,31,4,Lightning,GA,70,124,C,30.0,146.0
8,31,4,Lightning,WA,36,130,C,14.0,158.0
8,31,4,Lightning,GA,34,124,,,
8,31,4,Lightning,GA,12,127,C,24.0,154.0
8,31,4,Lightning,WA,92,127,GD,69.0,125.0
8,31,4,Lightning,GA,17,126,C,97.0,154.0
8,31,4,Lightning,GA,29,125,,,
8,31,1,Giants,WA,28,121,GA,24.0,168.0
8,31,1,Giants,WA,21,127,GS,89.0,165.0
8,31,1,Giants,WA,31,122,GA,25.0,165.0
8,31,1,Giants,WD,21,91,C,49.0,113.0
8,31,1,Giants,GA,40,129,WA,80.0,178.0
8,31,1,Giants,WA,15,123,C,41.0,123.0
8,31,1,Giants,GA,9,129,C,36.0,131.0
8,31,1,Giants,GA,15,127,WA,81.0,179.0
8,31,1,Giants,WA,94,120,GA,37.0,169.0
8,31,1,Giants,WA,15,125,GD,33.0,128.0
8,31,1,Giants,GD,12,129,GA,12.0,191.0
8,31,1,Giants,WA,95,108,,,
8,31,2,Giants,WA,77,124,GA,49.0,137.0
8,31,2,Giants,GA,55,120,C,53.0,129.0
8,31,2,Giants,WA,80,116,WA,30.0,154.0
8,31,2,Giants,WA,23,124,GA,18.0,156.0
8,31,2,Giants,GD,6,112,WD,82.0,113.0
8,31,2,Giants,WD,29,100,WA,6.0,126.0
8,31,2,Giants,GA,39,109,WA,79.0,172.0
8,31,2,Giants,GD,49,84,WD,47.0,117.0
8,31,2,Giants,UNKNOWN,66,121,GS,84.0,174.0
8,31,2,Giants,WA,16,124,GS,30.0,190.0
8,31,2,Giants,WD,30,109,WA,23.0,140.0
8,31,2,Giants,GA,30,126,,,
8,31,3,Giants,WD,57,108,WA,88.0,154.0
8,31,3,Giants,GD,29,82,WD,84.0,116.0
8,31,3,Giants,WA,66,119,GA,29.0,129.0
8,31,3,Giants,GA,54,125,GA,21.0,182.0
8,31,3,Giants,WA,82,122,GA,67.0,156.0
8,31,3,Giants,WA,18,125,,,
8,31,3,Giants,WA,23,121,C,49.0,125.0
8,31,3,Giants,GA,25,126,WA,71.0,126.0
8,31,3,Giants,WA,72,122,GS,26.0,170.0
8,31,3,Giants,GD,93,120,WD,65.0,112.0
8,31,3,Giants,WA,24,116,WD,44.0,132.0
8,31,3,Giants,GA,13,127,WA,31.0,169.0
8,31,3,Giants,WD,83,101,,,
8,31,4,Giants,WA,71,121,GA,25.0,147.0
8,31,4,Giants,WA,18,119,GS,8.0,164.0
8,31,4,Giants,GA,64,116,WA,14.0,169.0
8,31,4,Giants,WA,13,117,C,18.0,158.0
8,31,4,Giants,GD,11,115,WA,14.0,138.0
8,31,4,Giants,WA,53,116,GS,31.0,163.0
8,31,4,Giants,GA,74,123,WA,3.0,153.0
8,31,4,Giants,GA,84,118,WD,64.0,103.0
8,31,4,Giants,GA,5,125,GD,24.0,85.0
8,31,4,Giants,GA,35,115,,,
8,32,1,Fever,GA,10,127,WA,34.0,136.0
8,32,1,Fever,WA,14,122,GA,10.0,158.0
8,32,1,Fever,WA,4,126,GA,28.0,144.0
8,32,1,Fever,GA,14,124,C,24.0,148.0
8,32,1,Fever,GD,21,105,C,16.0,153.0
8,32,1,Fever,WA,35,124,GA,32.0,146.0
8,32,1,Fever,WA,16,129,GA,22.0,176.0
8,32,1,Fever,WA,79,125,GA,80.0,168.0
8,32,1,Fever,WD,74,109,GA,79.0,138.0
8,32,1,Fever,WA,80,120,GS,64.0,192.0
8,32,1,Fever,WA,76,110,GS,51.0,183.0
8,32,1,Fever,GD,31,122,WA,23.0,165.0
8,32,1,Fever,WD,11,117,C,31.0,137.0
8,32,1,Fever,GA,89,127,WA,79.0,177.0
8,32,1,Fever,WA,20,128,GS,53.0,193.0
8,32,1,Fever,GA,24,108,,,
8,32,2,Fever,WA,84,127,GA,90.0,165.0
8,32,2,Fever,GA,9,125,,,
8,32,2,Fever,GA,21,128,GA,49.0,187.0
8,32,2,Fever,WA,26,123,C,47.0,129.0
8,32,2,Fever,GA,17,121,WD,15.0,105.0
8,32,2,Fever,GD,68,107,GA,46.0,174.0
8,32,2,Fever,GA,81,127,GD,45.0,128.0
8,32,2,Fever,WA,35,130,GA,27.0,161.0
8,32,2,Fever,GD,67,83,WD,90.0,107.0
8,32,2,Fever,GD,32,88,WA,17.0,99.0
8,32,2,Fever,GD,70,107,,,
8,32,2,Fever,WD,42,117,,,
8,32,3,Fever,WA,21,125,GA,10.0,144.0
8,32,3,Fever,GD,25,86,C,20.0,114.0
8,32,3,Fever,WA,13,129,GA,14.0,166.0
8,32,3,Fever,GD,30,121,WA,27.0,138.0
8,32,3,Fever,GA,57,125,C,52.0,146.0
8,32,3,Fever,GA,66,127,WA,57.0,157.0
8,32,3,Fever,GA,17,119,WA,9.0,144.0
8,32,3,Fever,GD,57,82,WD,79.0,112.0
8,32,3,Fever,WA,19,125,GS,63.0,188.0
8,32,3,Fever,GA,45,124,WA,65.0,145.0
8,32,3,Fever,UNKNOWN,39,124,,,
8,32,3,Fever,GA,69,121,WA,79.0,153.0
8,32,3,Fever,GD,74,101,GA,82.0,128.0
8,32,3,Fever,GA,85,125,WA,22.0,166.0
8,32,3,Fever,WA,13,126,GA,11.0,141.0
8,32,3,Fever,GA,56,118,C,16.0,138.0
8,32,3,Fever,WA,13,128,GA,10.0,153.0
8,32,3,Fever,GA,11,126,,,
8,32,4,Fever,GD,93,102,WD,43.0,108.0
8,32,4,Fever,WA,18,126,GS,36.0,195.0
8,32,4,Fever,WA,27,109,C,45.0,132.0
8,32,4,Fever,WA,81,127,,,
8,32,4,Fever,GA,93,119,,,
8,32,4,Fever,GD,59,84,WD,14.0,103.0
8,32,4,Fever,WA,26,116,WD,50.0,119.0
8,32,4,Fever,WD,25,126,GD,23.0,94.0
8,32,4,Fever,GA,22,126,C,24.0,140.0
8,32,4,Fever,WA,28,128,GA,20.0,146.0
8,32,4,Fever,GD,68,91,WD,30.0,92.0
8,32,4,Fever,WD,49,90,WA,22.0,115.0
8,32,4,Fever,GD,23,120,WA,19.0,133.0
8,32,4,Fever,WD,17,88,C,32.0,98.0
8,32,4,Fever,WA,23,124,WA,45.0,129.0
8,32,4,Fever,WA,21,120,,,
8,32,1,Thunderbirds,GD,33,99,WA,24.0,125.0
8,32,1,Thunderbirds,WD,65,89,C,93.0,118.0
8,32,1,Thunderbirds,GA,43,118,WA,20.0,183.0
8,32,1,Thunderbirds,WD,77,79,GD,72.0,104.0
8,32,1,Thunderbirds,GA,38,123,,,
8,32,1,Thunderbirds,WA,72,121,GS,68.0,179.0
8,32,1,Thunderbirds,GD,33,101,GA,37.0,185.0
8,32,1,Thunderbirds,GD,28,122,WA,53.0,165.0
8,32,1,Thunderbirds,WA,92,127,C,53.0,155.0
8,32,1,Thunderbirds,WD,56,77,GA,25.0,96.0
8,32,1,Thunderbirds,GA,31,115,WA,16.0,141.0
8,32,1,Thunderbirds,GD,94,113,C,95.0,142.0
8,32,1,Thunderbirds,WA,18,127,GS,58.0,191.0
8,32,1,Thunderbirds,WA,34,125,,,
8,32,1,Thunderbirds,WD,74,75,C,22.0,108.0
8,32,1,Thunderbirds,WA,26,129,GS,39.0,191.0
8,32,1,Thunderbirds,GD,71,105,GA,93.0,128.0
8,32,1,Thunderbirds,GA,65,115,,,
8,32,2,Thunderbirds,GD,63,85,C,57.0,123.0
8,32,2,Thunderbirds,GA,44,125,GA,44.0,170.0
8,32,2,Thunderbirds,GA,76,122,,,
8,32,2,Thunderbirds,WA,71,120,C,50.0,141.0
8,32,2,Thunderbirds,GA,47,121,C,30.0,145.0
8,32,2,Thunderbirds,GA,20,119,WA,12.0,157.0
8,32,2,Thunderbirds,GD,52,82,GS,52.0,190.0
8,32,2,Thunderbirds,WA,73,110,C,42.0,163.0
8,32,2,Thunderbirds,GA,11,121,WA,21.0,161.0
8,32,2,Thunderbirds,WA,82,123,,,
8,32,3,Thunderbirds,GA,15,126,WA,42.0,154.0
8,32,3,Thunderbirds,WA,94,119,C,83.0,186.0
8,32,3,Thunderbirds,GA,94,121,,,
8,32,3,Thunderbirds,WA,24,126,GS,48.0,187.0
8,32,3,Thunderbirds,GA,94,121,C,70.0,134.0
8,32,3,Thunderbirds,GA,22,125,C,88.0,174.0
8,32,3,Thunderbirds,GA,19,118,C,19.0,180.0
8,32,3,Thunderbirds,GA,80,117,WA,36.0,163.0
8,32,3,Thunderbirds,WA,86,129,,,
8,32,3,Thunderbirds,GA,77,128,WA,25.0,175.0
8,32,3,Thunderbirds,GA,25,124,GD,42.0,129.0
8,32,3,Thunderbirds,GA,95,116,WD,77.0,94.0
8,32,3,Thunderbirds,WA,95,124,GA,95.0,154.0
8,32,3,Thunderbirds,WA,25,115,C,61.0,137.0
8,32,3,Thunderbirds,GA,18,122,,,
8,32,3,Thunderbirds,WA,52,114,WD,21.0,117.0
8,32,3,Thunderbirds,WD,72,84,,,
8,32,4,Thunderbirds,GD,62,114,GS,45.0,190.0
8,32,4,Thunderbirds,WA,10,129,GS,28.0,181.0
8,32,4,Thunderbirds,WA,74,125,C,15.0,177.0
8,32,4,Thunderbirds,GA,79,127,GD,70.0,112.0
8,32,4,Thunderbirds,GA,31,118,WA,27.0,150.0
8,32,4,Thunderbirds,GA,19,120,C,73.0,158.0
8,32,4,Thunderbirds,WD,64,114,GD,9.0,127.0
8,32,4,Thunderbirds,GA,20,127,,,
8,32,4,Thunderbirds,GD,36,83,WD,16.0,104.0
8,32,4,Thunderbirds,WA,72,126,WD,51.0,127.0
8,32,4,Thunderbirds,GD,11,113,WA,5.0,148.0
8,32,4,Thunderbirds,WA,50,112,WD,81.0,125.0
8,32,4,Thunderbirds,GA,50,126,WA,71.0,156.0
8,32,4,Thunderbirds,WA,25,117,GA,54.0,122.0
8,32,4,Thunderbirds,WA,68,118,GS,51.0,183.0
8,32,4,Thunderbirds,WA,84,121,,,
9,33,1,Giants,GD,80,93,GA,42.0,121.0
9,33,1,Giants,GA,48,128,GS,17.0,185.0
9,33,1,Giants,WA,89,127,GD,53.0,114.0
9,33,1,Giants,GD,19,85,C,37.0,106.0
9,33,1,Giants,WA,44,120,GA,19.0,183.0
9,33,1,Giants,GA,58,119,,,
9,33,1,Giants,GA,37,130,,,
9,33,1,Giants,GA,28,128,C,54.0,130.0
9,33,1,Giants,GA,23,128,C,47.0,131.0
9,33,1,Giants,GD,19,128,GA,38.0,154.0
9,33,1,Giants,GA,81,125,,,
9,33,2,Giants,GD,20,79,WA,41.0,111.0
9,33,2,Giants,UNKNOWN,35,118,GS,12.0,187.0
9,33,2,Giants,GA,50,124,WA,81.0,174.0
9,33,2,Giants,GA,39,122,,,
9,33,2,Giants,GA,50,132,GS,84.0,189.0
9,33,2,Giants,WA,12,127,,,
9,33,2,Giants,GA,35,117,C,66.0,156.0
9,33,2,Giants,GA,7,129,C,30.0,159.0
9,33,2,Giants,GD,83,105,GS,86.0,142.0
9,33,2,Giants,WA,17,127,GS,33.0,167.0
9,33,2,Giants,WD,24,83,WA,16.0,118.0
9,33,2,Giants,GD,82,105,WA,88.0,183.0
9,33,2,Giants,GA,18,130,,,
9,33,3,Giants,GA,28,127,WD,96.0,117.0
9,33,3,Giants,WA,93,112,GD,58.0,91.0
9,33,3,Giants,WD,40,83,C,28.0,113.0
9,33,3,Giants,WA,92,112,C,70.0,112.0
9,33,3,Giants,WA,91,122,C,79.0,173.0
9,33,3,Giants,GD,90,73,WD,49.0,84.0
9,33,3,Giants,GA,21,128,C,29.0,155.0
9,33,3,Giants,WA,20,127,GS,56.0,196.0
9,33,3,Giants,GA,63,122,GD,23.0,125.0
9,33,3,Giants,WD,47,75,WD,53.0,132.0
9,33,3,Giants,GA,53,117,GA,20.0,183.0
9,33,3,Giants,GD,39,84,,,
9,33,3,Giants,WD,14,119,GA,17.0,188.0
9,33,3,Giants,GD,16,96,WA,65.0,121.0
9,33,3,Giants,GA,17,129,WA,47.0,128.0
9,33,3,Giants,WA,21,127,,,
9,33,4,Giants,WA,17,130,GS,78.0,171.0
9,33,4,Giants,WD,16,88,GA,44.0,111.0
9,33,4,Giants,WD,52,79,GS,77.0,163.0
9,33,4,Giants,GD,37,85,C,18.0,137.0
9,33,4,Giants,GD,33,82,WA,50.0,119.0
9,33,4,Giants,GD,24,82,C,54.0,118.0
9,33,4,Giants,GA,67,117,C,41.0,127.0
9,33,4,Giants,GD,30,122,WA,5.0,149.0
9,33,4,Giants,WA,9,131,GS,52.0,195.0
9,33,4,Giants,WD,25,78,GA,7.0,130.0
9,33,4,Giants,WA,87,125,C,45.0,134.0
9,33,4,Giants,GD,62,79,WA,92.0,119.0
9,33,4,Giants,WD,36,90,,,
9,33,1,Thunderbirds,WA,88,72,GD,17.0,116.0
9,33,1,Thunderbirds,WA,85,124,,,
9,33,1,Thunderbirds,GA,91,120,GD,79.0,101.0
9,33,1,Thunderbirds,GA,22,130,C,36.0,142.0
9,33,1,Thunderbirds,WA,77,125,GA,75.0,173.0
9,33,1,Thunderbirds,GA,68,125,WA,84.0,156.0
9,33,1,Thunderbirds,WA,10,124,C,19.0,177.0
9,33,1,Thunderbirds,WA,30,124,GA,49.0,149.0
9,33,1,Thunderbirds,WD,22,109,GA,26.0,139.0
9,33,1,Thunderbirds,GA,65,127,WA,83.0,128.0
9,33,1,Thunderbirds,WA,26,109,GA,16.0,193.0
9,33,1,Thunderbirds,GA,84,127,,,
9,33,2,Thunderbirds,WA,26,129,C,13.0,196.0
9,33,2,Thunderbirds,WA,85,115,C,37.0,160.0
9,33,2,Thunderbirds,GA,31,125,WA,96.0,158.0
9,33,2,Thunderbirds,WA,27,105,GA,71.0,128.0
9,33,2,Thunderbirds,WD,22,122,WA,17.0,185.0
9,33,2,Thunderbirds,GA,25,125,,,
9,33,2,Thunderbirds,WA,66,111,WD,45.0,89.0
9,33,2,Thunderbirds,GD,25,85,WD,93.0,122.0
9,33,2,Thunderbirds,WD,36,92,WA,17.0,181.0
9,33,2,Thunderbirds,WA,94,115,,,
9,33,2,Thunderbirds,GD,9,111,WA,25.0,126.0
9,33,2,Thunderbirds,WA,85,101,C,41.0,155.0
9,33,2,Thunderbirds,GA,41,122,,,
9,33,3,Thunderbirds,WA,6,121,WD,28.0,128.0
9,33,3,Thunderbirds,WA,10,124,WD,36.0,120.0
9,33,3,Thunderbirds,GA,28,125,WA,19.0,160.0
9,33,3,Thunderbirds,WA,18,124,GA,42.0,138.0
9,33,3,Thunderbirds,WA,9,128,GA,7.0,170.0
9,33,3,Thunderbirds,GA,57,125,,,
9,33,3,Thunderbirds,WA,15,127,,,
9,33,3,Thunderbirds,UNKNOWN,63,75,,,
9,33,3,Thunderbirds,WA,25,126,GD,13.0,125.0
9,33,3,Thunderbirds,GA,79,113,WA,80.0,159.0
9,33,3,Thunderbirds,UNKNOWN,70,117,C,77.0,162.0
9,33,3,Thunderbirds,WD,52,80,GD,46.0,94.0
9,33,3,Thunderbirds,GD,30,112,,,
9,33,4,Thunderbirds,GD,12,124,WD,28.0,94.0
9,33,4,Thunderbirds,WA,47,122,GD,76.0,113.0
9,33,4,Thunderbirds,WD,50,120,GA,71.0,157.0
9,33,4,Thunderbirds,GA,15,126,WD,39.0,129.0
9,33,4,Thunderbirds,WA,84,116,GD,62.0,103.0
9,33,4,Thunderbirds,GA,83,125,WA,88.0,180.0
9,33,4,Thunderbirds,GA,27,126,,,
9,33,4,Thunderbirds,WD,66,87,C,73.0,119.0
9,33,4,Thunderbirds,WA,79,69,GK,79.0,51.0
9,33,4,Thunderbirds,WA,81,122,GA,58.0,128.0
9,33,4,Thunderbirds,GA,23,116,WD,46.0,114.0
9,33,4,Thunderbirds,WA,13,120,,,
9,34,1,Magpies,WA,91,125,GA,97.0,152.0
9,34,1,Magpies,GA,69,126,WA,82.0,145.0
9,34,1,Magpies,WA,63,121,GA,23.0,166.0
9,34,1,Magpies,GA,89,128,WA,89.0,170.0
9,34,1,Magpies,WA,16,126,GS,19.0,175.0
9,34,1,Magpies,WA,25,130,GA,18.0,189.0
9,34,1,Magpies,WD,49,123,GA,20.0,128.0
9,34,1,Magpies,WD,74,115,GD,84.0,109.0
9,34,1,Magpies,GA,45,125,WA,25.0,143.0
9,34,1,Magpies,WD,14,109,GD,28.0,86.0
9,34,1,Magpies,WA,85,122,,,
9,34,2,Magpies,WD,67,84,C,28.0,92.0
9,34,2,Magpies,GA,11,111,WA,27.0,143.0
9,34,2,Magpies,WA,29,110,GA,11.0,127.0
9,34,2,Magpies,WA,77,127,GA,24.0,169.0
9,34,2,Magpies,GA,72,125,C,37.0,153.0
9,34,2,Magpies,GA,78,126,C,48.0,164.0
9,34,2,Magpies,GA,87,128,C,27.0,145.0
9,34,2,Magpies,WA,16,125,WA,79.0,122.0
9,34,2,Magpies,GA,91,127,WA,74.0,165.0
9,34,2,Magpies,GA,39,125,WA,70.0,146.0
9,34,2,Magpies,WD,9,116,WA,83.0,126.0
9,34,2,Magpies,WD,8,119,WA,9.0,140.0
9,34,2,Magpies,GA,36,127,,,
9,34,2,Magpies,UNKNOWN,56,124,,,
9,34,3,Magpies,GA,44,125,WA,62.0,154.0
9,34,3,Magpies,GA,24,125,WA,17.0,190.0
9,34,3,Magpies,WA,28,125,GA,15.0,152.0
9,34,3,Magpies,GA,79,127,WD,65.0,129.0
9,34,3,Magpies,WA,48,125,GA,24.0,179.0
9,34,3,Magpies,GA,94,122,WA,73.0,140.0
9,34,3,Magpies,WA,91,122,GA,95.0,153.0
9,34,3,Magpies,WD,12,113,C,87.0,128.0
9,34,3,Magpies,GA,24,126,WA,45.0,144.0
9,34,3,Magpies,GA,80,125,WA,31.0,167.0
9,34,3,Magpies,GD,79,106,WA,73.0,130.0
9,34,3,Magpies,GA,56,126,,,
9,34,3,Magpies,GA,52,126,WA,74.0,165.0
9,34,3,Magpies,WA,30,128,C,53.0,129.0
9,34,3,Magpies,WD,43,82,WD,48.0,88.0
9,34,3,Magpies,WD,18,125,WA,13.0,148.0
9,34,3,Magpies,GD,47,78,,,
9,34,4,Magpies,WD,87,117,,,
9,34,4,Magpies,WA,79,124,C,74.0,169.0
9,34,4,Magpies,WA,5,126,GA,11.0,179.0
9,34,4,Magpies,WD,30,115,,,
9,34,4,Magpies,WD,22,91,WA,35.0,104.0
9,34,4,Magpies,GA,45,119,WA,75.0,157.0
9,34,4,Magpies,WD,68,112,WA,70.0,159.0
9,34,4,Magpies,WA,17,127,GA,23.0,179.0
9,34,4,Magpies,WD,40,82,C,65.0,105.0
9,34,4,Magpies,WD,40,86,GD,63.0,83.0
9,34,4,Magpies,GA,56,130,,,
9,34,4,Magpies,WA,78,123,C,70.0,154.0
9,34,4,Magpies,GA,60,124,,,
9,34,4,Magpies,WA,72,122,WD,52.0,128.0
9,34,4,Magpies,WA,51,118,GD,44.0,127.0
9,34,4,Magpies,WA,9,127,,,
9,34,1,Fever,WA,42,75,C,63.0,89.0
9,34,1,Fever,WA,74,124,GS,55.0,185.0
9,34,1,Fever,WA,16,125,GA,8.0,163.0
9,34,1,Fever,GA,58,129,GS,45.0,184.0
9,34,1,Fever,GD,48,78,C,79.0,99.0
9,34,1,Fever,GA,18,124,,,
9,34,1,Fever,GA,43,124,WA,19.0,145.0
9,34,1,Fever,GA,8,107,WA,58.0,122.0
9,34,1,Fever,WA,70,102,GA,57.0,126.0
9,34,1,Fever,WD,14,112,WA,17.0,143.0
9,34,1,Fever,WA,80,121,,,
9,34,2,Fever,WA,23,119,GA,42.0,123.0
9,34,2,Fever,GA,82,112,WA,97.0,148.0
9,34,2,Fever,WD,70,116,GA,59.0,142.0
9,34,2,Fever,GA,46,125,,,
9,34,2,Fever,WA,23,127,GA,20.0,141.0
9,34,2,Fever,GA,41,119,C,30.0,129.0
9,34,2,Fever,WA,21,128,GA,20.0,159.0
9,34,2,Fever,GA,20,124,WD,48.0,129.0
9,34,2,Fever,GA,58,121,WA,32.0,127.0
9,34,2,Fever,WD,41,122,GA,29.0,155.0
9,34,2,Fever,WA,78,127,GD,75.0,76.0
9,34,2,Fever,GA,95,122,WA,98.0,183.0
9,34,2,Fever,GD,71,94,C,44.0,76.0
9,34,2,Fever,WA,91,125,,,
9,34,3,Fever,WA,20,106,GD,20.0,84.0
9,34,3,Fever,WA,84,129,GS,73.0,185.0
9,34,3,Fever,GA,20,125,,,
9,34,3,Fever,WA,16,127,GA,70.0,184.0
9,34,3,Fever,GD,19,76,WD,8.0,101.0
9,34,3,Fever,WA,26,105,GA,11.0,124.0
9,34,3,Fever,GA,80,126,GD,44.0,102.0
9,34,3,Fever,GD,7,101,,,
9,34,3,Fever,WA,32,111,WD,12.0,119.0
9,34,3,Fever,GA,24,118,GS,63.0,155.0
9,34,3,Fever,WA,79,108,GD,55.0,111.0
9,34,3,Fever,WA,84,92,WD,59.0,82.0
9,34,3,Fever,GA,15,123,C,43.0,140.0
9,34,3,Fever,WA,23,127,GD,19.0,88.0
9,34,3,Fever,WA,76,117,GA,84.0,137.0
9,34,3,Fever,WA,75,114,GA,83.0,156.0
9,34,3,Fever,GA,78,123,,,
9,34,4,Fever,GD,20,113,WD,53.0,111.0
9,34,4,Fever,UNKNOWN,55,122,C,94.0,131.0
9,34,4,Fever,WD,19,112,GD,44.0,118.0
9,34,4,Fever,WD,82,106,WA,88.0,162.0
9,34,4,Fever,GD,18,117,GA,91.0,184.0
9,34,4,Fever,GD,63,116,GA,44.0,166.0
9,34,4,Fever,GA,16,122,C,18.0,170.0
9,34,4,Fever,WA,22,125,WD,13.0,126.0
9,34,4,Fever,GA,18,124,WA,29.0,157.0
9,34,4,Fever,GD,33,91,C,33.0,103.0
9,34,4,Fever,WA,31,124,GA,18.0,128.0
